id,title,caption,topic,country,model_source,generated_image_path,quality_tier,eval_image_1,eval_image_2,eval_image_3,eval_title_1,eval_title_2,eval_title_3,user_1,user_2,user_3,eval_count,final_score_image,final_score_title
1238.0,قطر تدشن أول مركز أبحاث بحرية لدراسة إمكانيات الطاقة المتجددة من الأمواج والخزانات الجوفية,باحثون قطريون يفحصون معدات جمع بيانات في موقع بحري قبالة ساحل الوكرة ضمن جهود تأسيس مركز أبحاث الطاقة البحرية الأول من نوعه في البلاد (تصوير الدوحة تايمز),طاقة,قطر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1237.png,standard,,,,,,,,,,0,,
1240.0,مستشفيات الجزائر تواجه ضغطاً غير مسبوق مع تفشي حمى الضنك في الجنوب,فريق طبي يرتدي ملابس وقائية يجهز غرفة طوارئ في مستشفى أدرار لاستقبال مصابين بحمى الضنك (الأناضول),صحة,الجزائر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1239.png,standard,,,,,,,,,,0,,
1241.0,الدوحة تحتفي بالخط العربي بأكبر جدارية تفاعلية في سوق واقف,زوار من أعمار مختلفة يتجمعون حول فنان يخط حروفاً عربية عملاقة على جدار أبيض في ساحة سوق واقف (الجزيرة),ثقافة,قطر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1240.png,standard,,,,,,,,,,0,,
1242.0,مهرجان الطائف للورد ينعش حركة السياحة الداخلية ويعيد إحياء المهن التقليدية,سيدات يرتدين أزياء محلية يشاركن في تقطير ماء الورد وسط حقول طائفية مزدهرة وحضور لافت للزوار المحليين (رويترز),ثقافة,السعودية,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1241.png,standard,,,,,,,,,,0,,
1243.0,"""الإسكندرية الذكية"".. تطبيق جديد لإدارة مواقف السيارات يخفف أزمة المرور الساحلية",شباب يختبرون أجهزة حجز مواقف السيارات الذكية لأول مرة أمام كورنيش الإسكندرية,تقنية,مصر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1242.png,standard,,,,,,,,,,0,,
1244.0,"مهرجان ""أغاني الفرات"" في دير الزور يحتفي بالتراث الموسيقي المحلي ويستقطب المئات",فرقة موسيقية شعبية تؤدي عروضها على مسرح مفتوح بجانب نهر الفرات في دير الزور، وسط حضور جماهيري واسع (رويترز),ثقافة,سوريا,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1243.png,standard,,,,,,,,,,0,,
1246.0,مبادرة شبابية لإحياء الحرف التقليدية في مدينة سوسة,مجموعة من الشباب التونسيين خلال ورشة لتعليم صناعة الفخار التقليدي وسط المدينة العتيقة في سوسة (الصورة من الجمعية التونسية للحرف اليدوية),مجتمع,تونس,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1245.png,standard,,,,,,,,,,0,,
1247.0,نادي السالمية الكويتي يعلن تعاقده مع مدرب تونسي لقيادة الفريق الموسم المقبل,رئيس نادي السالمية يقدم القميص الرسمي للمدرب التونسي الجديد خلال مؤتمر صحفي في مقر النادي بحضور عدد من وسائل الإعلام (كونا),رياضة,الكويت,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1246.png,standard,,,,,,,,,,0,,
1248.0,حادث اصطدام قطار بسيارة نقل يودي بحياة ثلاثة أشخاص في صفاقس,عناصر من الحماية المدنية يحيطون بموقع الحادث بالقرب من سكة القطار في إحدى ضواحي صفاقس (رويترز),حوادث,تونس,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1247.png,low,,,,,,,,,,0,,
1249.0,"البحرين تحتفي بمرور نصف قرن على تأسيس فرقة ""دارسي الفنون"" الشعبية","راقصون وراقصات بالزي التقليدي البحريني يؤدون رقصة ""العاشوري"" خلال الاحتفال في المنامة (رويترز)",ثقافة,البحرين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1248.png,standard,,,,,,,,,,0,,
1250.0,عمان تعلن إطلاق مشروع وطني للطاقة الشمسية في صحراء الوسطى,عمال وفنيون يشرفون على تركيب ألواح شمسية في منطقة واسعة وسط الرمال الحمراء بمحافظة الوسطى، ضمن مراحل تدشين المشروع الجديد للطاقة المتجددة (وكالة الأنباء العمانية),اقتصاد,عُمان,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1249.png,standard,,,,,,,,,,0,,
1252.0,الدوحة تستضيف مؤتمر الوساطة الإقليمية بمشاركة وفود من السودان وليبيا ولبنان,كبار المسؤولين يجتمعون في قاعة مزينة بالأعلام العربية تحت رعاية وزارة الخارجية القطرية (وكالة الأنباء القطرية),سياسة,قطر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1251.png,high,,,,,,,,,,0,,
1253.0,"مهرجان ""ألوان الجنوب"" في نجران يشعل النقاش حول تمكين المرأة في الحرف اليدوية",شابات سعوديات يعرضن منتجاتهن التقليدية من السعف والنسيج في أحد أجنحة مهرجان نجران السنوي (واس),قضايا اجتماعية,السعودية,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1252.png,standard,,,,,,,,,,0,,
1254.0,جزائريون يطلقون حملات لمقاطعة حفلات الأعراس الكبرى بسبب تكاليفها الباهظة,قاعة أعراس فخمة خاوية من الضيوف بعد إعلان بعض العائلات إلغاء حجوزاتها تضامناً مع حملة المقاطعة (تصوير محلي),قضايا اجتماعية,الجزائر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1253.png,standard,,,,,,,,,,0,,
1255.0,مفاوضات القاهرة: ضغوط أوروبية جديدة لإنهاء الانقسام الفلسطيني قبل الانتخابات,مقر المخابرات العامة المصرية حيث تجري جولات الحوار بين وفدي حركتي فتح وحماس (رويترز),سياسة,فلسطين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1254.png,standard,,,,,,,,,,0,,
1256.0,"مدرّسات عراقيات يطلقن مبادرة ""درسي في الحقل"".. ومناهج العلوم تنتقل للبيئة الريفية",مجموعة من الطالبات يشاركن في تجربة علمية وسط أحد البساتين القريبة من مدينة البصرة (الجزيرة),تعليم,العراق,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1255.png,standard,,,,,,,,,,0,,
1258.0,شباب الإمارات يحققون ذهبية كرة الطائرة الشاطئية لأول مرة في تاريخ البطولة الخليجية,الفريق الإماراتي يحتفل برفع الكأس بين الرمال الذهبية على شاطئ كاسر الأمواج في أبوظبي، وسط تصفيق الجماهير المحلية (رويترز),رياضة,الإمارات,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1257.png,standard,,,,,,,,,,0,,
1259.0,الأردن يطلق حملة وطنية لمكافحة السمنة بين طلاب المدارس الحكومية,فحص طلاب مدرسة حكومية في عمان من قبل فريق طبي ضمن فعاليات الحملة الوطنية لمكافحة السمنة (بترا),صحة,الأردن,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1258.png,standard,,,,,,,,,,0,,
1260.0,تصاعد ظاهرة التسرب المدرسي في الأرياف الجزائرية يدق ناقوس الخطر الاجتماعي,تلاميذ يحملون حقائبهم يسيرون على طريق ترابي في منطقة ريفية بولاية باتنة شرقي الجزائر (الجزيرة),قضايا اجتماعية,الجزائر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1259.png,standard,,,,,,,,,,0,,
1261.0,تراجع الصادرات الزراعية الفلسطينية بنسبة 15% خلال الربع الأول من 2024,مزارع في قطاع غزة يقوم بجني ثمار الطماطم في أحد الحقول المتضررة جراء القيود المفروضة على الحركة (رويترز),اقتصاد,فلسطين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1260.png,standard,,,,,,,,,,0,,
1262.0,بغداد تطلق أول بوابة إلكترونية موحدة للخدمات الحكومية للمواطنين,موظفون حكوميون يشرحون آلية استخدام البوابة الإلكترونية لمواطنين داخل مركز خدمي حديث في العاصمة العراقية بغداد، حيث تظهر شاشات كبيرة تعرض واجهة البوابة الجديدة ومواطنون يجرّبون الخدمة لأول مرة (الفرات نيوز),تقنية,العراق,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1261.png,standard,,,,,,,,,,0,,
1265.0,موسم جني الأعشاب الطبية يغير نمط الحياة في قرى الأطلس المتوسط,نساء من قرية جبلية في الأطلس يحملن سلال الأعشاب الطبية وسط المنحدرات الخضراء في الصباح الباكر (الجزيرة),قضايا اجتماعية,المغرب,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1264.png,standard,,,,,,,,,,0,,
1266.0,المغرب يوقع اتفاقيات جديدة لتعزيز صادرات الصناعات الغذائية نحو أسواق غرب أفريقيا,وزير الصناعة المغربي خلال مراسم التوقيع مع ممثلي شركات تصدير في الرباط (رويترز),اقتصاد,المغرب,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1265.png,standard,,,,,,,,,,0,,
1267.0,زيادة ملحوظة في إقبال الكويتيين على زراعة الأسطح وسط دعوات لتعزيز الأمن الغذائي,مواطن كويتي يعاين شتلات طماطم في حديقة صغيرة فوق سطح منزله بحي القرين (الجزيرة),مجتمع,الكويت,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1266.png,standard,,,,,,,,,,0,,
1268.0,معلمون فلسطينيون يبتكرون برنامجاً للتعلّم عن بعد في مخيم جباليا رغم ضعف الإنترنت,طالبة فلسطينية تجلس أمام هاتف محمول داخل غرفة بسيطة في مخيم جباليا بينما تتابع درساً إلكترونياً أعدّه معلمو المنطقة (الأناضول),تعليم,فلسطين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1267.png,standard,,,,,,,,,,0,,
1343.0,حريق ضخم يلتهم سوق مواد البناء في جيبوتي ويخلّف خسائر فادحة,رجال إطفاء جيبوتيون يحاولون السيطرة على ألسنة اللهب وسط السوق التقليدية في حي بلبلا (وكالات),حوادث,جيبوتي,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1342.png,low,,,,,,,,,,0,,
1344.0,البحرين تطلق شبكة مستشعرات بحرية لرصد التغيرات المناخية في الخليج,باحثون بحرينيون يثبتون أجهزة استشعار متطورة على عوامة بحرية قبالة ساحل الجفير (وكالة أنباء البحرين),تقنية,البحرين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1343.png,standard,,,,,,,,,,0,,
1345.0,مبادرة شبابية في نواكشوط لتجميل الأحياء القديمة وإحياء الذاكرة الموريتانية,متطوعون شباب يزينون جدران حي العون بلوحات فنية تعكس التراث الموريتاني الشعبي (الجزيرة),مجتمع,موريتانيا,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1344.png,standard,,,,,,,,,,0,,
1346.0,"انطلاق مهرجان ""قرطاج للكتاب"" بحضور أدباء من أربع قارات في تونس العاصمة",مجموعة من الزوار يتجمعون أمام جناح دور نشر تونسية وسط أجواء احتفالية في افتتاح المهرجان الوطني للكتاب بقرطاج (الأناضول),ثقافة,تونس,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1345.png,standard,,,,,,,,,,0,,
1349.0,الكويت تطلق منصة تداول عقاري رقمية لتعزيز الشفافية ومراقبة الأسعار,موظف في وزارة العدل الكويتية يستعرض واجهة المنصة الإلكترونية الجديدة على شاشة حاسوبه في مقر الوزارة. (رويترز),اقتصاد,الكويت,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1348.png,standard,,,,,,,,,,0,,
1350.0,المغرب يطلق أول بورصة تداول للمنتجات الزراعية لدعم الفلاحين الصغار,افتتاح البورصة الجديدة في مكناس بحضور ممثلين عن الحكومة والجمعيات الفلاحية (وكالة المغرب العربي للأنباء),اقتصاد,المغرب,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1349.png,standard,,,,,,,,,,0,,
1351.0,ارتفاع معدلات الهجرة الداخلية من القرى إلى المدن يثير تساؤلات حول مستقبل الأرياف المغربية,شباب من إحدى القرى الأطلسية يستعدون لصعود حافلة متجهة نحو مدينة مراكش بحثاً عن فرص عمل جديدة (عدسة محلية),مجتمع,المغرب,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1350.png,standard,,,,,,,,,,0,,
1352.0,البحرين تطلق مبادرة وطنية لدعم الأرامل وتوفير فرص عمل مستدامة لهن,مجموعة من النساء البحرينيات خلال ورشة تدريب مهني أقيمت في أحد مراكز تمكين المرأة بمنطقة المحرق، ضمن جهود رسمية لتنشيط سوق العمل للنساء الأكثر احتياجاً (الأوروبية),قضايا اجتماعية,البحرين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1351.png,standard,,,,,,,,,,0,,
1385.0,مهرجان الأقنعة يحيي تقاليد أمازيغية في جبال الأطلس المغربية,نساء يرتدين أقنعة تقليدية وأزياء مزخرفة يشاركن في موكب احتفالي وسط قرية جبلية بالأطلس الكبير (رويترز),ثقافة,المغرب,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1384.png,standard,,,,,,,,,,0,,
1386.0,غزة تبدأ اختبار أول نظام لتخزين الطاقة الشمسية لدعم المستشفيات أثناء الأزمات,عمال فلسطينيون يثبتون ألواح الطاقة الشمسية أعلى مستشفى محلي في غزة في محاولة لتعزيز أمن الطاقة خلال انقطاع الكهرباء الطويل (رويترز),طاقة,فلسطين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1385.png,standard,,,,,,,,,,0,,
1387.0,نقص الأدوية المنقذة للحياة يفاقم معاناة مرضى الكلى في الخرطوم,مرضى ينتظرون دورهم للعلاج في مركز غسيل الكلى الرئيسي بالعاصمة السودانية وسط مخاوف من نفاد الإمدادات الطبية (الجزيرة),صحة,السودان,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1386.png,standard,,,,,,,,,,0,,
1388.0,تراجع إنتاج الزيتون يرفع أسعار الزيوت النباتية في الأسواق السورية,امرأة تراقب أسعار الزيوت في أحد متاجر دمشق وسط قلق من ارتفاع الأسعار المستمر (رويترز),اقتصاد,سوريا,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1387.png,standard,,,,,,,,,,0,,
1391.0,ارتفاع ملحوظ في أعداد الطلاب المتسربين من المدارس الريفية في ريف حماة,أحد صفوف مدرسة ابتدائية شبه خالية في قرية الجلمة بريف حماة الشمالي وسط مقاعد خشبية مهترئة (AFP),مجتمع,سوريا,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1390.png,standard,,,,,,,,,,0,,
1392.0,"انطلاق مبادرة ""فصول بلا جدران"" لدعم التعليم المجتمعي في ضواحي سبها",مجموعة من الأطفال يجلسون في حلقة دائرية تحت ظل شجرة يتلقون دروسهم من متطوعين محليين في إحدى ضواحي سبها (رويترز),تعليم,ليبيا,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1391.png,high,,,,,,,,,,0,,
1393.0,البحرين تطلق أول منصة رقمية لبيع وتبادل الأعمال الفنية المحلية,فنانون بحرينيون يعرضون لوحاتهم عبر شاشات تفاعلية في فعالية إطلاق المنصة الجديدة بالمنامة (الأيام البحرينية),تقنية,البحرين,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1392.png,standard,,,,,,,,,,0,,
1394.0,انطلاق أول دوري نسائي لكرة السلة في جدة وسط تفاعل جماهيري كبير,لاعبات سعوديات من فريقي الهلال والأهلي يتنافسن على الكرة خلال المباراة الافتتاحية في صالة رياضية حديثة بمحافظة جدة بحضور جمهور متحمس (رويترز),رياضة,السعودية,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1393.png,standard,,,,,,,,,,0,,
1397.0,قطر تعزز صادراتها من التمور إلى الأسواق الآسيوية وسط ارتفاع الطلب,عمال في مصنع تعبئة التمور بالدوحة يشرفون على تجهيز الشحنات المخصصة للتصدير إلى دول جنوب شرق آسيا (رويترز),اقتصاد,قطر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1396.png,standard,,,,,,,,,,0,,
1398.0,"مهرجان ""القرنفل والعود"" في موروني يحتفي بفنون جزر القمر التقليدية",عازفات يعرضن رقصات شعبية ويرتدين أزياء قمرية تقليدية وسط حضور جماهيري في ساحة عامة بموروني (رويترز),ثقافة,جزر القمر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1397.png,standard,,,,,,,,,,0,,
1399.0,مراكز صحية في ولاية الجزيرة تطلق حملة تطعيم منتصف العام لاحتواء تفشي الحصبة,ممرضة سودانية تحمل حقيبة تطعيم متنقلة أثناء دخولها إحدى القرى الريفية بولاية الجزيرة (رويترز),صحة,السودان,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1398.png,standard,,,,,,,,,,0,,
1400.0,جزر القمر تطلق أول منصة إلكترونية لدعم تعليم الفتيات في المناطق النائية,مجموعة من الطالبات يتابعن شرح معلمة عبر جهاز لوحي في فصل دراسي بقرية ريفية بجزيرة أنجوان (الأناضول),تقنية,جزر القمر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1399.png,high,,,,,,,,,,0,,
1428.0,مدارس ريفية في قفصة تواجه تحديات نقص المعلمين مع بداية العام الدراسي,تلاميذ يصطفون أمام مبنى مدرسة قديم في إحدى قرى قفصة بينما تقف إحدى المعلمات تراقبهم بحذر (الجزيرة),تعليم,تونس,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1427.png,standard,,,,,,,,,,0,,
1429.0,حملة تطعيم واسعة ضد الحصبة تستهدف أطفال جزر القمر بعد ارتفاع الإصابات,ممرضة محلية تجهز جرعة لقاح لطفلة في مركز صحي بسيط بجزيرة أنجوان وسط حضور أمهات وأطفال بانتظار دورهم (الأناضول),صحة,جزر القمر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1428.png,standard,,,,,,,,,,0,,
1430.0,مبادرة شبابية في أسوان لإنقاذ التراث النوبي المهدد بالاندثار,مجموعة من الشبان والشابات النوبيين وهم يرتدون الزي التقليدي ويعيدون ترميم نقوش قديمة على جدار منازلهم بالقرب من ضفاف النيل في قرية توشكى بأسوان (الجزيرة),قضايا اجتماعية,مصر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1429.png,standard,,,,,,,,,,0,,
1434.0,مبادرة شبابية لإحياء الصناعات اليدوية تلاقي اهتماماً في ظفار,شابات عمانيات يعرضن منتجات تقليدية مصنوعة يدوياً في سوق شعبي بمدينة صلالة (تصوير محلي),مجتمع,عُمان,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1433.png,standard,,,,,,,,,,0,,
1435.0,سكان قرية مصرية يبتكرون نظاماً بيئياً لإعادة تدوير المخلفات العضوية,عاملون من شباب قرية بني عدي يجمعون النفايات العضوية من المنازل ويشرفون على تحويلها إلى سماد طبيعي في منشأة محلية صغيرة (تصوير مراسل الجزيرة),مجتمع,مصر,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1434.png,standard,,,,,,,,,,0,,
1436.0,الإمارات تطلق أول برنامج وطني لدعم صحة المرأة في سن اليأس وتؤسس عيادات متخصصة,طبيبة إماراتية تشرح لمجموعة من السيدات آليات التعامل مع الأعراض الشائعة في إحدى العيادات الجديدة بدبي (وام),صحة,الإمارات,gpt-4.1,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1435.png,standard,,,,,,,,,,0,,
143.0,سلطنة عُمان تدشن مشروعاً وطنياً لتعزيز ربط القرى النائية بالإنترنت فائق السرعة,مهندس عماني يراقب مؤشرات تشغيل محطة اتصالات جديدة في منطقة جبلية بولاية الرستاق، في إطار المبادرة الحكومية لتوسيع نطاق التغطية الرقمية للمناطق النائية.,تقنية,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1626.png,standard,,,,,,,,,,0,,
144.0,لبنان يطلق مشروعاً تجريبياً لتعميم الإنترنت فائق السرعة في القرى النائية,مهندسون لبنانيون يشرفون على تركيب هوائيات متطورة ضمن مشروع ربط قرية جبلية بشبكة الإنترنت (الوكالة الوطنية للإعلام),تقنية,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1627.png,standard,,,,,,,,,,0,,
145.0,"الأردن يطلق ""بوابة المستقبل الرقمية"" لتدريب 10 آلاف شاب على مهارات التكنولوجيا المتقدمة",شباب أردنيون يشاركون في ورشة عمل مكثفة لبرمجة تطبيقات الويب ضمن إحدى مبادرات التدريب الرقمي في عمّان (صورة تعبيرية).,تقنية,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1628.png,standard,,,,,,,,,,0,,
149.0,جزر القمر تُطلق مشروعاً وطنياً ضخماً لربط الجزر بشبكة ألياف ضوئية وتعزيز الشمول الرقمي,خريطة تفاعلية تعرض مسارات كابلات الألياف الضوئية البحرية والبرية المخطط لها لربط جزر القمر الرئيسية، خلال مؤتمر صحفي لإطلاق المشروع بالعاصمة موروني (مصدر محلي).,تقنية,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1632.png,standard,,,,,,,,,,0,,
150.0,عُمان تطلق مشروعاً استراتيجياً لبناء أضخم مجمع لإنتاج الهيدروجين الأخضر في المنطقة,لقطة جوية لموقع مقترح لمجمع الهيدروجين الأخضر في منطقة الدقم الصناعية بسلطنة عُمان، تبرز حجم البنية التحتية المتوقعة للمشروع الحيوي (صورة تخيلية).,طاقة,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1633.png,standard,,,,,,,,,,0,,
151.0,مقديشو تسعى لتعزيز المركزية الأمنية وسط تحذيرات من تصعيد الخلافات مع الولايات,قادة أمنيون من الحكومة الفيدرالية وممثلون عن ولايات صومالية خلال اجتماع تنسيقي سابق في العاصمة مقديشو. (وكالة الأنباء الوطنية الصومالية),سياسة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1634.png,standard,,,,,,,,,,0,,
155.0,دعوات متصاعدة لتوحيد الجبهة المدنية السودانية لمواجهة تداعيات النزاع,تجمع لرموز سياسية ومدنية سودانية يناقشون سبل تشكيل حكومة انتقالية موحدة في إحدى عواصم المنطقة (وكالات),سياسة,السودان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1638.png,standard,,,,,,,,,,0,,
156.0,"الكويت تدشن منصة ""إنجاز"" الرقمية الشاملة لتبسيط الخدمات الحكومية وتعميق الشفافية","واجهة عرض للمنصة الرقمية ""إنجاز"" خلال حفل التدشين الكويتي في العاصمة، 14 فبراير/شباط 2025. (مكتب الإعلام الحكومي الكويتي)",تقنية,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1639.png,standard,,,,,,,,,,0,,
157.0,ورشة حرفية ضخمة تنطلق بقصبة الجزائر لإحياء فن العمارة التقليدية,حرفيون جزائريون يركزون في عمل دقيق على ترميم جزء من واجهة منزل عتيق بأزقة قصبة الجزائر، مستخدمين أدوات ومواد تقليدية لحفظ طابعها المعماري الأصيل. (وكالة الأنباء الجزائرية),ثقافة,الجزائر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1640.png,standard,,,,,,,,,,0,,
161.0,الجنوب العراقي: الملوحة تلتهم آلاف الدونمات الزراعية وتهدد الأمن الغذائي,مشهد لأرض زراعية متشققة ومغطاة بالطبقة الملحية البيضاء في إحدى مناطق محافظة ذي قار، فيما يظهر مزارع عراقي بملابس تقليدية يقف حائراً أمام محاصيله المتضررة (رويترز).,بيئة,العراق,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1644.png,standard,,,,,,,,,,0,,
162.0,**المغرب يخطو خطوات واسعة لتعزيز ربط شبكته الكهربائية بشمال أوروبا عبر الطاقة المتجددة**,عدد من توربينات الرياح العملاقة في حقول الرياح بمنطقة طنجة المغربية، مع خطوط نقل الطاقة تمتد في الأفق (رويترز).,طاقة,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1645.png,standard,,,,,,,,,,0,,
163.0,"الإمارات تطلق ""واحة الأمل"" لزراعة مليون شجرة مقاومة للجفاف: خطوة بيئية لمكافحة التصحر وتعزيز التنوع الحيوي","صورة جوية واسعة لمشروع ""واحة الأمل"" يظهر فيها مهندسون وفنيون يشرفون على زراعة آلاف الشتلات الخضراء الصغيرة ضمن صفوف منتظمة في منطقة صحراوية شاسعة بالإمارات، مع ظهور واضح لنظام ري بالتنقيط يعمل بالطاقة الشمسية.",بيئة,الإمارات,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1646.png,standard,,,,,,,,,,0,,
167.0,السعودية تطلق مبادرة وطنية لتعزيز المهارات العملية في المناهج الدراسية,طلاب سعوديون يطبقون مهارات عملية في إحدى الورش التعليمية ضمن المبادرة الجديدة (وزارة التعليم السعودية),تعليم,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1650.png,standard,,,,,,,,,,0,,
168.0,اكتشاف أثري مذهل في شمال السعودية يزيح الستار عن حضارة قديمة غير معروفة,علماء آثار سعوديون خلال أعمال التنقيب في الموقع الأثري الجديد بمنطقة الجوف، حيث عثر على بقايا مدينة قديمة ومجموعة من التحف النادرة (وكالة الأنباء السعودية - واس).,ثقافة,السعودية,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1651.png,standard,,,,,,,,,,0,,
169.0,"**مصر تُطلق ""رؤية 2030 التعليمية"" لتعزيز التعليم المهني وربطه باحتياجات الصناعة**",**طلاب مصريون في ورشة تدريب مهني حديثة، يطبقون مهاراتهم العملية ضمن أحد المعاهد الفنية الحكومية التي تشهد تحديثاً.**,تعليم,مصر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1652.png,high,,,,,,,,,,0,,
173.0,عمليات بحث مكثفة عن مفقودين إثر غرق قارب صيد قبالة سواحل موهيلي بجزر القمر,قوارب صيد محلية وقوات خفر السواحل تشارك في عمليات البحث قبالة سواحل موهيلي بجزر القمر (وكالة الأنباء القمرية),حوادث,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1656.png,standard,,,,,,,,,,0,,
174.0,ورش عمل مبتكرة في القدس تهدف إلى إحياء فن الرواية الشفوية بين الأطفال,أطفال فلسطينيون يستمعون بإمعان إلى حكواتي يؤدي إحدى القصص التراثية ضمن ورشة عمل لتعزيز فن الرواية الشفوية في البلدة القديمة بالقدس، إبريل 2024 (وكالة الأنباء الفلسطينية/صورة أرشيفية).,مجتمع,فلسطين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1657.png,standard,,,,,,,,,,0,,
175.0,القاهرة تفتتح مركزاً رياضياً دولياً جديداً لتعزيز استضافة البطولات العالمية لكرة اليد,لقطة علوية تظهر الصالة المغطاة الرئيسية ضمن المركز الرياضي الدولي الجديد الذي افتتحته مصر، مع تجهيزات حديثة ومقاعد الجمهور (وكالة الأنباء المصرية),رياضة,مصر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1658.png,standard,,,,,,,,,,0,,
202.0,ليبيا تعلن عن مبادرة كبرى لحفظ الموروث الشفهي والحكايات الشعبية,امرأة ليبية مسنة (يسار) تروي إحدى الحكايات الشعبية التراثية لمجموعة من الأطفال خلال فعالية ثقافية على هامش المبادرة بمدينة غدامس (الأناضول),ثقافة,ليبيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_1685.png,standard,,,,,,,,,,0,,
