id,title,caption,topic,country
372,جزر القمر تطلق مبادرة جديدة لحماية الشعاب المرجانية من التغير المناخي,صيادون محليون يزرعون شتلات من الشعاب المرجانية في مياه جزر القمر لحماية التنوع البيولوجي البحري (الأوروبية),بيئة,جزر القمر
373,منتخب جزر القمر ينهي معسكره التدريبي استعداداً للتصفيات المؤهلة لكأس الأمم الأفريقية,لاعبو منتخب جزر القمر أثناء خوضهم حصة تدريبية مكثفة في المعسكر الذي أقيم في العاصمة موروني، استعداداً للتصفيات المقبلة (وكالة الأنباء القمرية),رياضة,جزر القمر
374,الصومال تطلق مشروعاً رائداً لتوسيع شبكة الإنترنت في المناطق الريفية,فرق العمل المحلية تقوم بتركيب معدات الاتصالات الحديثة في إحدى القرى النائية بالصومال، بهدف تحسين الوصول إلى الإنترنت للمجتمعات الضعيفة. (رويترز),تقنية,الصومال
375,الحكومة اليمنية تعلن عن إطلاق برنامج تعليمي مبتكر يستهدف تعزيز المهارات الرقمية للشباب,مجموعة من الطلاب في إحدى المدارس اليمنية، يشاركون في ورشة عمل لتعلم المهارات الرقمية الحديثة، بحضور معلمين مختصين (الجزيرة- أرشيفية),تعليم,اليمن
376,تحذيرات صحية من وزارة الصحة اللبنانية بشأن انتشار إنفلونزا الطيور,عمال في أحد المزارع اللبنانية يقومون بتطبيق إجراءات وقائية مشددة بعد ارتفاع حالات إنفلونزا الطيور. وزارة الصحة تدعو المواطنين للتبليغ عن أي أعراض تظهر على الطيور وأهمية الابتعاد عن المزارع المشتبه بها (وزارة الصحة اللبنانية).,صحة,لبنان
377,فلسطين تطلق مشروعاً رائداً للطاقة الشمسية في الضفة الغربية,فريق من المهندسين الفلسطينيين يقومون بتركيب الألواح الشمسية في أحد مواقع المشروع الجديد بالقرب من مدينة بيت لحم، حيث يهدف المشروع إلى توفير الطاقة النظيفة وتخفيف الاعتماد على مصادر الطاقة التقليدية (وكالة الأنباء الفلسطينية).,طاقة,فلسطين
378,منتخب الصومال يحقق انتصاره الأول في تاريخ تصفيات كأس العالم ضد كينيا,لاعبو المنتخب الصومالي يحتفلون بتسجيل هدفهم الأول في التصفيات خلال المباراة التي أقيمت على ملعب مقديشو، حيث أظهرت المباراة الحماس الكبير والتشجيع الجماهيري (رويترز),رياضة,الصومال
379,"الكويت تطلق مبادرة ""تعليم بلا حدود"" لدعم الطلاب ذوي الإعاقة","معلمون وطلاب من ذوي الإعاقة يشاركون في ورشة عمل تفاعلية ضمن مبادرة ""تعليم بلا حدود"" في أحد مدارس الكويت (الكويت نيوز)",تعليم,الكويت
380,عمان تسجل تقدمًا ملحوظًا في مجال تقنيات الطاقة المتجددة,محطة شمسية جديدة قيد الإنشاء في المنطقة الداخلية، تسهم في تنويع مصادر الطاقة وتقليل الاعتماد على الوقود الأحفوري (المديرية العامة للطاقة),تقنية,عُمان
381,وزارة التعليم التونسية تعلن عن إطلاق منصة تعليمية جديدة لتعزيز التعلم عن بعد,وزير التعليم التونسي يتحدث خلال مؤتمر صحفي لإطلاق المنصة الجديدة، مع تواجد شاشات عرض تعرض ملامح المنصة وواجهتها (الصور من تونس - الأناضول),تعليم,تونس
382,الكويت تطلق مشروعاً جديداً لتنويع مصادر الدخل الوطني وتعزيز استدامة الاقتصاد,اجتماعات في مقر وزارة المالية الكويتية حيث يتم مناقشة الخطط الاقتصادية الجديدة بمشاركة عدد من الوزراء والخبراء (الكويت نيوز),اقتصاد,الكويت
383,"** تطوير مجتمعي: إطلاق برنامج ""دريع"" لتنمية مهارات الشباب في السعودية

**","** مجموعة من الشباب السعوديين يشاركون في ورشة عمل تدريبية ضمن برنامج ""دريع""، الذي يهدف إلى تعزيز مهاراتهم المهنية والإبداعية (وكالة الأنباء السعودية).",مجتمع,السعودية
384,الصومال تتبنى خطة وطنية لمكافحة العنف الأسري وتعزيز حقوق المرأة,ناشطات حقوقيات في مقديشو يحملن لافتات تطالب بحماية النساء من العنف الأسري خلال مظاهرة سلمية في وسط العاصمة (الأناضول),قضايا اجتماعية,الصومال
385,الكويت: انفجار خط ماء رئيسي يتسبب في إغلاق شوارع رئيسية وإحداث فوضى مرورية,عمال البلدية يتفقدون الأضرار الناتجة عن انفجار خط المياه في منطقة الجهراء، حيث تضررت المركبات جراء تدفق المياه بغزارة (الأنباء),حوادث,الكويت
386,حادث مروري مروع في الجزائر يودي بحياة ثلاثة أشخاص,رجال الإسعاف يتفقدون موقع الحادث على الطريق السريع بالقرب من العاصمة الجزائر، حيث انقلبت سيارة نتيجة السرعة الزائدة (الأوروبية).,حوادث,الجزائر
387,الجزائر تعلن عن إعادة فتح الحدود البرية مع تونس بعد أشهر من الإغلاق,المواطنين يتجمعون عند معبر الشارنية لاستقبال أصدقائهم وعائلاتهم بعد عودة الحركة الطبيعية بين الجزائر وتونس (وكالة الأنباء الجزائرية),سياسة,الجزائر
388,"انطلاق مهرجان ""الفن العربي المعاصر"" في دبي بمشاركة 50 فناناً من مختلف الدول العربية",المهرجان يمثل منصة للفنانين لإبراز إبداعاتهم، حيث يتم عرض الأعمال الفنية المبتكرة في أجواء مفعمة بالحيوية والثقافة (البيان),ثقافة,الإمارات
389,مبادرة إماراتية لتمكين الشباب في مجالات الأغذية المستدامة,مجموعة من الشباب الإماراتي يتشاركون الأفكار أثناء ورشة عمل حول الزراعة العضوية وأثرها على البيئة (الجزيرة),مجتمع,الإمارات
390,اليمن: مبادرات مجتمعية لتعزيز الوعي الصحي في مواجهة الأمراض المزمنة,شباب متطوعون يوزعون كتيبات توعوية حول أهمية التغذية السليمة في أحد الأحياء السكنية بالعاصمة صنعاء (الصحافة اليمنية).,قضايا اجتماعية,اليمن
391,كرة السلة الفلسطينية تتألق في بطولة غرب آسيا للناشئين,لاعبو المنتخب الفلسطيني يحتفلون بعد فوزهم التاريخي على المنتخب الأردني في مباراة نصف النهائي للبطولة بملعب القدس (الاتحاد الفلسطيني لكرة السلة),رياضة,فلسطين
392,قطر تؤكد التزامها بدعم جهود المصالحة الفلسطينية بعد جولة جديدة من المحادثات,وفود فلسطينية تمثل مختلف الفصائل تجتمع في الدوحة لمناقشة سبل تعزيز الوحدة الوطنية في ظل التحديات الراهنة (الجزيرة),سياسة,قطر
393,ليبيا تطلق منصة إلكترونية لتعزيز التعليم عن بُعد في المناطق النائية,معلمون وطلاب يجتمعون في قاعة دراسية حديثة، حيث تم عرض المنصة الجديدة على الشاشة أمامهم (الأناضول),تقنية,ليبيا
394,الأردن يطلق حملة توعية لحماية التراث الثقافي غير المادي,مجموعة من الأطفال الأردنيين يتعلمون الفنون الشعبية والحرف التقليدية ضمن ورشة عمل لتنمية الوعي بأهمية التراث الثقافي المحلي (مواقع التواصل الاجتماعي),مجتمع,الأردن
395,"""مهرجان تونس الدولي لموسيقى الجاز يفتح أبواب الإبداع ويجمع نجوم العالم""",مشهد من مهرجان تونس الدولي لموسيقى الجاز، حيث يعتلي المسرح عازفون من مختلف البلدان، مع إضاءة ساحرة وجمهور متفاعل في الهواء الطلق (الأناضول),ثقافة,تونس
396,المغرب يطلق مشروعات طاقة شمسية جديدة لتحسين كفاءة الطاقة,أحد مشروعات الطاقة الشمسية الجديدة في صحراء المغرب، حيث تسهم الألواح الشمسية في توليد الطاقة النظيفة وتعزيز الاستدامة البيئية (الجزيرة).,طاقة,المغرب
397,فلسطين تسعى لتوسيع نطاق التجارة مع دول حوض البحر الأبيض المتوسط لتعزيز الاقتصاد المحلي,مجموعة من رجال الأعمال الفلسطينيين في اجتماع موسع لمناقشة فرص التعاون التجاري مع دول المنطقة (الأناضول),اقتصاد,فلسطين
398,الجزائر تستضيف بطولة إفريقيا لكرة السلة تحت 18 عاماً في خطوة لتعزيز الشباب الرياضي,صورة للاعبين الشباب من مختلف الدول الأفريقية خلال جلسة تدريبية في الصالة الرياضية بالعاصمة الجزائر، مع شعار البطولة خلفهم (الجزيرة),رياضة,الجزائر
399,انطلاق بطولة الدوري السوداني الممتاز وسط أجواء حماسية وعام مُنتظَر,لاعبو فريق الهلال السوداني يحتفلون بالنتيجة الإيجابية خلال أولى مباريات الدوري الممتاز، وسط تشجيع حماسي من الجماهير في استادات أم درمان (صحيفة السوداني),رياضة,السودان
400,انفجار ي-rock الحوثيون في صنعاء يؤدي إلى احتدام الصراع الداخلي,مواقع الانفجار في حي الصفا بصنعاء، حيث أسفر الحادث عن تدمير عدد من المركبات والمنازل المحيطة (الجزيرة),حوادث,اليمن
401,المعارضة السورية تطالب بإجراءات دولية عاجلة لحماية المدنيين في إدلب,متظاهرون يحملون لافتات مطالبة بحماية المدنيين أثناء وقفة احتجاجية في مدينة إدلب بعد تصاعد الأعمال القتالية (الجزيرة),سياسة,سوريا
402,انطلاق دوري قطر لكرة السلة بمشاركة 12 فريقًا محليًا,لاعبو فريق السد يحتفلون بعد تسجيل نقطة حاسمة في المباراة الافتتاحية لدوري كرة السلة في أكاديمية أسباير، وسط حماس الجماهير الموجودة في المدرجات (الجزيرة),رياضة,قطر
403,المغرب يخطط لإنشاء أول محطة طاقة شمسية عائمة في البحر الأبيض المتوسط,تصميم مبتكر لمحطة الطاقة الشمسية العائمة المزمع إنشاؤها قبالة سواحل مدينة العرائش، حيث ستكون هذه المحطة رائدة في استخدام الطاقة المتجددة في المنطقة (المغرب 24).,طاقة,المغرب
404,مبادرات مجتمعية في فلسطين لتعزيز الوعي البيئي بين الشباب,مجموعة من الشباب الفلسطينيين يشاركون في حملة لتنظيف الشواطئ وتعزيز الوعي البيئي في قطاع غزة، حيث يقومون بجمع النفايات وتوزيع المنشورات التوعوية (الجزيرة),مجتمع,فلسطين
405,تزايد حالات مرض الملاريا في السودان يثير القلق وسط الأمطار الغزيرة,فريق صحي يوزع الناموسيات المشبعة بالمبيدات في إحدى القرى المتضررة من انتشار الملاريا في ولاية النيل الأزرق، مع تدابير للحد من تفشي المرض (مواقع محلية).,صحة,السودان
406,تصاعد حوادث الغرق في نهر النيل بسبب ارتفاع درجات الحرارة وحالة الطقس,مجموعة من المتطوعين يبحثون عن المفقودين في نهر النيل بعد غرق قارب يحمل مجموعة من الصيادين في ولاية النيل الأبيض (إعلام محلي),حوادث,السودان
407,اليمن يواجه أزمة مياه حادة تفاقم معاناة السكان في المحافظات الجنوبية,عائلة يمنية تسحب المياه من بئر شبه جاف في إحدى القرى بمحافظة أبين، حيث تكافح للحصول على مياه الشرب وسط ارتفاع درجات الحرارة (الجزيرة),قضايا اجتماعية,اليمن
408,"** السودان يطلق مشروعاً طموحاً للطاقة الشمسية لتعزيز استقلالية الطاقة

**",** وزير الطاقة السوداني خلال مراسم توقيع اتفاقية مشروع الطاقة الشمسية في الخرطوم، حيث يشارك في الحدث ممثلون عن شركات عالمية ومحلية (وكالة الأنباء السودانية).,طاقة,السودان
409,معاناة النازحين في الصومال تتفاقم مع ارتفاع أسعار المواد الغذائية,أطفال نازحون يجلسون أمام خيمة مؤقتة في مخيم للاجئين بالقرب من مقديشو، حيث يواجهون ظروفاً صعبة في ظل الغلاء المتزايد وندرة الموارد الأساسية (رويترز),قضايا اجتماعية,الصومال
410,الكويت تطلق برنامجاً جديداً لتحفيز الابتكار في الشركات الصغيرة والمتوسطة,جانب من المؤتمر الذي تم فيه الإعلان عن البرنامج الجديد في قاعة مؤتمرات الغرف التجارية، حيث تجمع رواد الأعمال والمستثمرين المحليين (الجزيرة),اقتصاد,الكويت
411,جزر القمر تطلق مبادرة لدعم المشاريع الصغيرة وتعزيز الابتكار المحلي,رواد أعمال محليون في جزر القمر يشاركون في ورشة عمل لتطوير أفكارهم التجارية ودعم الابتكار في مجتمعهم (مراسلون اليوم),اقتصاد,جزر القمر
412,نادي النجمة اللبناني يحقق فوزاً مثيراً على الأنصار في derby بيروت,لاعبو نادي النجمة يحتفلون بتسجيل أحد الأهداف في المباراة التي أقيمت على ملعب المدينة الرياضية في بيروت (الوكالة الوطنية للإعلام),رياضة,لبنان
413,البحرين تطلق حملة توعية طبية لمكافحة الأمراض المزمنة في المجتمع,مجموعة من الأطباء المتخصصين يشرحون مباشرة للجمهور في إحدى الفعاليات الصحية عن كيفية الوقاية من الأمراض المزمنة مثل السكري وارتفاع ضغط الدم (مكتب الإعلام البحريني),صحة,البحرين
414,الإمارات تستعد لإطلاق أول صندوق استثماري لدعم الابتكار الأخضر,مجموعة من المستثمرين يناقشون استراتيجيات الاستثمار في الابتكار الأخضر خلال منتدى اقتصادي في دبي (تصوير: وكالة أنباء الإمارات),اقتصاد,الإمارات
415,المنتخب السوداني يستعد لمواجهة مصر في تصفيات كأس الأمم الأفريقية,تدريبات مكثفة للمنتخب السوداني على ملعب الخرطوم قبل المباراة المرتقبة أمام المنتخب المصري، حيث يسعى الفريق لتحقيق نتيجة إيجابية تعزز فرصه في التأهل للبطولة (الأهرام),رياضة,السودان
416,جزر القمر تحتفل بإطلاق أول مهرجان ثقافي دولي يتضمن فنون الشارع والموسيقى التقليدية,فرقة فنية تؤدي عرضاً حياً في شوارع العاصمة موروني خلال مهرجان الثقافة، مع تجمع حشود من السكان والسياح الذين يستمتعون بالأجواء الاحتفالية (الشرق الأوسط),ثقافة,جزر القمر
417,ارتفاع حالات الطلاق في السعودية يثير المخاوف ويستدعي جهودًا اجتماعية جديدة,مجموعة من النساء السعوديات يتحدثن في ورشة عمل توعوية حول قضايا الزواج والأسرة في مدينة جدة (الجزيرة),قضايا اجتماعية,السعودية
418,انطلاق البطولة الوطنية الرياضية للمدارس في فلسطين لتعزيز المواهب الشبابية,"طلاب المدارس خلال حفل افتتاح البطولة الوطنية الرياضية في مدينة رام الله، حيث تجمع المشاركون تحت شعار ""رياضة للجميع"" (وفا)",رياضة,فلسطين
419,"البحرين تحتضن مؤتمر ""الاستدامة في الطاقة"": نحو مستقبل أخضر","وفود من مختلف دول العالم تجتمع في مملكة البحرين لمناقشة أحدث الابتكارات في مجال الطاقة المتجددة خلال مؤتمر ""الاستدامة في الطاقة"" (الجزيرة).",سياسة,البحرين
420,حملة تشجير واسعة في الرياض لتعزيز الوعي البيئي وتحسين نوعية الهواء,مجموعة من المتطوعين يزرعون الأشجار في أحد الحدائق العامة بالرياض، وسط أجواء من الحماس والإيجابية (الصحافة السعودية),بيئة,السعودية
421,مهرجان الثقافة في مقديشو يحتفي بالفن الصومالي التقليدي,زوار يتجمعون أمام منصة عرض الفنون الشعبية خلال مهرجان الثقافة في مقديشو، حيث تتنوع العروض بين الرقصات الشعبية والموسيقى التقليدية (الجزيرة),ثقافة,الصومال
422,التصعيد العسكري في شمال سوريا يثير قلق المجتمع الدولي,دبابات تابعة للجيش السوري في إحدى القرى شمال البلاد، حيث تزايدت حدة الاشتباكات مع المجموعات المسلحة في الآونة الأخيرة (الجزيرة),سياسة,سوريا
423,المغرب يطلق مشروعاً رائداً لتحويل الطاقة الشمسية إلى كهرباء نظيفة,مجموعة من العمال يقومون بتثبيت الألواح الشمسية في محطة للطاقة الشمسية قرب مدينة ورزازات، وذلك في إطار مشروع حكومي يهدف إلى تحقيق الاكتفاء الذاتي من الطاقة النظيفة وزيادة الاعتماد على المصادر المتجددة. (تصوير: محمد سالم / الأناضول),طاقة,المغرب
424,الحكومة اليمنية تعلن عن مشروع لزيادة انتاج الطاقة الشمسية في المناطق الساحلية,عمال يركبون الألواح الشمسية على أسطح المباني في مدينة عدن، في إطار مشروع حكومي جديد يهدف لتوفير الطاقة النظيفة للسكان المحليين (وكالة الأنباء اليمنية).,طاقة,اليمن
425,الصومال يطلق حملة وطنية للتطعيم ضد الحصبة والحصبة الألمانية وسط المخاوف من تفشي الفيروسات,طاقم طبي يقدم لقاحات للأطفال في أحد المراكز الصحية في مقديشو خلال الحملة الوطنية للتطعيم (تصوير: وكالة الأنباء الصومالية),صحة,الصومال
426,قطر تطلق مبادرة مبتكرة لتقليل الانبعاثات الكربونية في قطاع النقل,مشهد من تدشين المبادرة الجديدة، حيث يجتمع مجموعة من الخبراء والمختصين في مجال البيئة والنقل لمناقشة استراتيجيات التخفيف من انبعاثات الكربون في العاصمة القطرية الدوحة (موقع وزارة البيئة القطرية).,بيئة,قطر
427,القاهرة تستضيف مؤتمرًا دوليًا حول الأمن الغذائي بمشاركة 30 دولة,وفود المشاركين من مختلف الدول تتجمع في قاعة المؤتمر بالعاصمة المصرية لمناقشة التحديات الراهنة للأمن الغذائي في العالم العربي (رويترز),سياسة,مصر
428,لبنان يطلق منصة تعليمية جديدة لتعزيز المهارات الرقمية لدى الشباب,وزير التربية اللبناني خلال إطلاق المنصة الجديدة التي تهدف إلى تطوير المهارات الرقمية لدى الطلاب والشباب في لبنان (الوكالة الوطنية للإعلام),تعليم,لبنان
429,الجزائر تطلق برنامجًا لتعزيز اللغة الأمازيغية في المدارس,وزارة التربية الوطنية الجزائرية تعلن عن إدراج اللغة الأمازيغية كمادة دراسية أساسية في المناهج التعليمية، بهدف تعزيز الهوية الثقافية والتنوع اللغوي في البلاد (الوكالة الرسمية).,تعليم,الجزائر
430,مدارس لبنان تحتضن مبادرة جديدة لتعزيز التعليم الفني والمهني,طلاب خلال ورشة عمل في مركز تدريب مهني ببيروت، يكتسبون مهارات جديدة في مجالات الخياطة والنجارة (الجزيرة),تعليم,لبنان
431,العراق يفتتح أول مدرسة متخصصة في علوم البيئة لتحقيق التنمية المستدامة,طلاب في المدرسة الجديدة يتفاعلون مع أنشطة تجريبية حول حماية البيئة (وكالة الأنباء العراقية),تعليم,العراق
432,السعودية تطلق مبادرة جديدة لاستدامة الغابات لتعزيز التنوع البيولوجي,مجموعة من المتطوعين يزرعون الأشجار في إحدى المناطق الجبلية في عسير، حيث تمثل المبادرة جزءاً من جهود الحكومة لحماية البيئة وزيادة المساحات الخضراء. (الجزيرة),بيئة,السعودية
433,قطر تطلق برنامجاً تعليمياً جديداً لتعزيز مهارات القرن الواحد والعشرين,وزير التعليم والتعليم العالي في قطر خلال إطلاق البرنامج الجديد في مؤتمر صحفي بالعاصمة الدوحة، والذي يهدف إلى تجهيز الطلاب لمتطلبات سوق العمل المعاصر (الجزيرة),تعليم,قطر
434,المنتخب العراقي يحقق فوزًا مستحقًا على عُمان في التصفيات المونديالية,لاعبو المنتخب العراقي يحتفلون بتسجيل الهدف الثاني خلال مباراة التصفيات المؤهلة لكأس العالم في ملعب مدينة البصرة الرياضية، 5 نوفمبر 2023. (إ ف ي),رياضة,العراق
435,عمان تطلق حملة وطنية للتوعية بصحة الأسنان بين الأطفال,أطباء أسنان يقومون بفحص أسنان الأطفال في إحدى المدارس العمانية خلال حملة التوعية بصحة الفم والأسنان التي تهدف إلى تعزيز العناية الصحية في المجتمع (العمانية),صحة,عُمان
436,"""العراق يطلق مشروع التعليم الإلكتروني لتعزيز المهارات الرقمية في المدارس""",طلاب يستخدمون الحواسيب في أحد الفصول الدراسية الحديثة ضمن مشروع التعليم الإلكتروني في العراق (الفرنسية),تعليم,العراق
437,القاهرة تستضيف القمة العربية الرياضية لتعزيز التعاون بين الدول الأعضاء,لافتة كبيرة تحمل شعار القمة العربية الرياضية في القاهرة، تظهر وسط حشد من المشاركين من مختلف الدول العربية (الأناضول),سياسة,مصر
438,انطلاق حملة شجرية جديدة في جبال لبنان لتعزيز التنوع البيولوجي,متطوعون لبنانيون يزرعون شتلات الأشجار في منطقة جبلية، مع التركيز على أهمية الحفاظ على البيئة الطبيعية (الأناضول),بيئة,لبنان
439,المنتخب العراقي يحقق فوزاً مثيراً على نظيره الأردني في تصفيات كأس آسيا,لحظة احتفال لاعبي منتخب العراق بعد تسجيل الهدف الثاني في شباك الأردن خلال المباراة التي أقيمت في بغداد (وكالة الأنباء العراقية),رياضة,العراق
440,المغرب يطلق مشروعا عملاقا للطاقة الشمسية في الصحراء الكبرى,مزرعة شمسية شاسعة في قلب الصحراء المغربية، تتلألأ تحت أشعة الشمس، مع توربينات الرياح في الخلفية (غيتي),طاقة,المغرب
441,المغرب يسعى لتعزيز حقوق المرأة من خلال تشريعات جديدة لمكافحة العنف,وزيرة التضامن والإدماج الاجتماعي تحضر ورشة عمل بالرباط حول القوانين الجديدة التي تهدف لحماية النساء من العنف الأسري وتعزيز المساواة في المجتمع (رويترز),قضايا اجتماعية,المغرب
442,"""تفعيل برنامج التعليم المهني بمدارس حلب لتعزيز مهارات الشباب""",طلاب يتلقون تدريبًا عمليًا في ورشة عمل مهنية بأحد مدارس حلب، حيث يساهم البرنامج في تجهيزهم للوظائف المستقبلية (المصدر: وكالة الأنباء السورية).,تعليم,سوريا
443,الكويت تعلن عن خطوات جديدة لدعم الاقتصاد الوطني وتحفيز الاستثمارات الأجنبية,وزير المالية الكويتي خلال مؤتمر صحفي يشرح السياسات الجديدة لجذب الاستثمارات وتحفيز النمو الاقتصادي (كونا),سياسة,الكويت
444,جزر القمر تطلق مشروعاً رائداً للحفاظ على التنوع البيولوجي البحري,غواصون يقومون بدراسة النظام البيئي تحت الماء في أحد المحميات البحرية بجزر القمر، وسط بروز الشعاب المرجانية الملونة (وكالة الأنباء القمرية),بيئة,جزر القمر
445,انطلاق بطولة الإمارات الدولية للشطرنج بهدف تعزيز الثقافة الذهنية,لاعبو الشطرنج يتنافسون في أجواء حماسية خلال الجولة الأولى من البطولة، وسط حضور جماهيري متميز في مركز أبوظبي الوطني للمعارض (وام),رياضة,الإمارات
446,الأردن يسجل أعلى حصيلة إصابات يومية بكورونا منذ عدة أشهر وسط تحذيرات من موجة جديدة,فرق طبية تقوم بفحص المتسوقين في أحد الأسواق الشعبية في عمان ضمن إجراءات مكثفة لمكافحة انتشار الفيروس (الأردن اليوم),حوادث,الأردن
447,لبنان يستعد لإطلاق أول منصة إلكترونية للمدفوعات الرقمية,صورة تظهر فريق عمل لبناني يعمل على تطوير البرمجيات في مختبرات التكنولوجيا الحديثة ببيروت (الجزيرة),تقنية,لبنان
448,برنامج تعليمي إماراتي جديد لتعزيز مهارات البرمجة لدى الشباب,مجموعة من الطلاب في ورشة عمل تفاعلية يتعلمون البرمجة باستخدام الحواسيب المحمولة في أحد المراكز التعليمية بأبوظبي. (مواقع التواصل),تعليم,الإمارات
449,انطلاق مهرجان التكنولوجيا والابتكار في نواكشوط بمشاركة عديد الشركاء الدوليين,جماهير غفيرة من الشباب والمهتمين يجتمعون في مركز المعارض بنواكشوط لحضور فعاليات مهرجان التكنولوجيا والابتكار، وسط أجواء من الحماس والتفاعل (مراسلون).,تقنية,موريتانيا
450,مهرجان فاس للفنون يسلط الضوء على ثقافة الشمال الإفريقي,مجموعة من الفنانين المغاربة في عرض حي للرقص الشعبي خلال مهرجان فاس للفنون، والذي يحتفي بمواهب الشمال الإفريقي ويجمع بين الفنون التشكيلية والموسيقية (الأناضول),ثقافة,المغرب
451,السعودية تطلق صندوق استثماري جديد لدعم المشاريع الصغيرة والمتوسطة,الوزير المسؤول عن قطاع الاستثمار يتحدث في مؤتمر إطلاق صندوق المشاريع الصغيرة بابتسامة، محاطاً بمجموعة من رواد الأعمال السعوديين (الجزيرة),اقتصاد,السعودية
452,نادي شباب الخليل يتأهل لنهائي كأس فلسطين بعد انتصاره المثير على بلاطة,لاعبو نادي شباب الخليل يحتفلون بعد تسجيل هدف الفوز في مباراة نصف النهائي، وسط أجواء حماسية في ملعب الحسين يوم أمس (الأونروا),رياضة,فلسطين
453,انفجار قوي يهز معسكرات النازحين في طرابلس ويوقع ضحايا,آثار الدمار والخراب تظهر في أحد معسكرات النازحين وسط طرابلس بعد الانفجار الذي استهدف المنطقة، بينما يتجمع السكان المحليون للبحث عن المفقودين (الجزيرة).,حوادث,ليبيا
454,جزر القمر تحتفل باليوم الوطني للتنمية المستدامة وسط تأكيد على أهمية حماية البيئة,مجموعة من الشباب في جزر القمر يشاركون في فعالية توعوية حول الاستدامة البيئية، حيث يتم تقديم شتلات النباتات المحلية (الأناضول),مجتمع,جزر القمر
455,سوريا تحتفل بإطلاق مهرجان الأدب العربي في مدينة حلب,مشهد من افتتاح مهرجان الأدب العربي في حلب، حيث اجتمع كتّاب وشعراء من مختلف الدول العربية لتبادل الأفكار والآراء الأدبية (الجزيرة),ثقافة,سوريا
456,السودان يطلق مبادرة لتنمية التكنولوجيا الزراعية وتعزيز الأمن الغذائي,وفد رسمي يشارك في فعالية إطلاق المبادرة الجديدة للزراعة الذكية في الخرطوم، حيث تظهر خلفهم نماذج للتكنولوجيا المستخدمة في الزراعة (الجزيرة),تقنية,السودان
457,الحكومة المصرية تطلق مبادرة لتسهيل التحول الرقمي في المؤسسات الحكومية,وزير الاتصالات المصري خلال المؤتمر الصحفي لإطلاق المبادرة في مقر الوزارة بالقاهرة، وسط تفاعل من الحضور وممثلي الإعلام (الجزيرة),تقنية,مصر
458,قافلة مساعدات إنسانية تصل إلى إدلب بعد أشهر من الانتظار,شاحنات تحمل مساعدات غذائية وطبية تُفرغ حمولتها في مركز توزيع بإدلب، وسط فرحة السكان الذين ينتظرون هذه الإمدادات بفارغ الصبر (الجزيرة),مجتمع,سوريا
459,قطر تستضيف بطولة العالم للسباحين تحت 16 عاماً في إنجاز رياضي جديد,السباحون يتنافسون في ختام البطولة التي جمعت أفضل المواهب الشابة حول العالم بمجمع حمد للسباحة في الدوحة (الجزيرة),رياضة,قطر
460,وزير الطاقة السوري: 30% زيادة في إنتاج الكهرباء بحلول منتصف 2024,عمال في محطة توليد الكهرباء الجديدة في حمص يقومون بتركيب المعدات الحديثة لتوسيع القدرة الإنتاجية (الأناضول),طاقة,سوريا
461,انطلاق بطولة ليبيا المفتوحة للتنس بمشاركة 32 لاعبا محترفا,مجموعة من اللاعبين يتنافسون في اليوم الأول من بطولة ليبيا المفتوحة للتنس، تحت إشراف الاتحاد الليبي للعبة (الجزيرة).,رياضة,ليبيا
462,منتخب السودان للشباب يحقق فوزاً تاريخياً على غانا في كأس أفريقيا تحت 20 عاماً,لاعبو منتخب السودان للشباب يحتفلون بعد تسجيل هدف الفوز خلال المباراة المثيرة ضد منتخب غانا، في مباراة نصف نهائي كأس أفريقيا تحت 20 عاماً المقامة في الخرطوم. (رويترز),رياضة,السودان
463,تزايد حالات العنف الأسري في جزر القمر وسط دعوات لتحسين التشريعات القانونية,ناشطون في جزر القمر يرفعون لافتات تطالب بحماية النساء والأطفال من العنف الأسري خلال مظاهرة حاشدة أمام البرلمان (مواقع التواصل),قضايا اجتماعية,جزر القمر
464,تونس تطلق مشروعاً جديداً لتعزيز الاستثمارات الخضراء وتحقيق الاستدامة الاقتصادية,وزيرة الاقتصاد التونسية تُعلن تفاصيل المشروع في مؤتمر صحفي بحضور ممثلين عن مؤسسات دولية ومجتمع مدني (وكالات),اقتصاد,تونس
465,تونس تطلق منصة إلكترونية جديدة لتعزيز ريادة الأعمال في القطاع التكنولوجي,احتفالية إطلاق المنصة بحضور عدد من رواد الأعمال والنقابات التكنولوجية في تونس (أنباء تونس),تقنية,تونس
466,"""مشاريع مستدامة في ليبيا: مبادرات شابة لمواجهة التحديات البيئية""",مجموعة من الشباب الليبيين يشاركون في زرع الأشجار في إحدى المناطق الصحراوية لتعزيز الجهود الرامية لمكافحة التصحر (إعلام محلي),قضايا اجتماعية,ليبيا
467,موريتانيا تسجل انخفاضاً ملحوظاً في حالات الإصابة بالملاريا خلال العام الجاري,عمال في المجال الصحي يقومون بتوزيع الناموسيات المعالجة بمبيدات الحشرات في قرية نائية من موريتانيا، ضمن حملة للحد من انتشار الملاريا (الأخبار الموريتانية),صحة,موريتانيا
468,الإمارات تستضيف قمة الطاقة الشمسية الدولية لتعزيز التعاون الإقليمي,قادة دول ومنظمات عالمية يجتمعون في أبوظبي لمناقشة سبل تعزيز استخدام الطاقة الشمسية وتطبيقاتها في المنطقة العربية (الجزيرة),طاقة,الإمارات
