id,title,caption,topic,country,model_source
878.0,مبادرة محلية تفتتح مكتبة متنقلة لدعم التعليم في أرياف جنوب الصومال,شاحنة صغيرة زرقاء اللون مجهزة برفوف مليئة بالكتب توقفت وسط قرية نائية، وأطفال يحملون دفاترهم يلتفون حولها بفضول في مشهد حيوي (مقديشو-الجزيرة),تعليم,الصومال,gpt-4.1
879.0,نادي شباب رفح يعلن تأسيس أكاديمية كرة قدم للأطفال رغم التحديات,أطفال يرتدون الزي الرياضي يمارسون التدريبات في ملعب رملي محاط بأنقاض مبانٍ، فيما يقودهم مدرب شاب مبتسم يحمل صافرة (الجزيرة),رياضة,فلسطين,gpt-4.1
880.0,مبادرة شبابية لإعادة ترميم المدارس المتضررة في سبها جنوب ليبيا,متطوعون شباب يعملون على طلاء جدران إحدى المدارس القديمة في مدينة سبها (وكالة الأنباء الليبية),مجتمع,ليبيا,gpt-4.1
881.0,ارتفاع أسعار الحبوب في السودان يدفع الأسر إلى تغيير أنماط استهلاكها الغذائية,مواطنون سودانيون يصطفون أمام مخبز تقليدي في أحد أحياء الخرطوم بحثاً عن الخبز بعد موجة غلاء جديدة (الأناضول),اقتصاد,السودان,gpt-4.1
882.0,إطلاق مبادرة لتعليم الأطفال النازحين في ريف إدلب عبر الفصول المتنقلة,معلمة شابة تشرح الدرس لمجموعة من الأطفال داخل حافلة صغيرة معدلة كصف مدرسي في مخيم شمال إدلب (الجزيرة),تعليم,سوريا,gpt-4.1
883.0,مشروع طاقة شمسية جديد يدشن مرحلة التحول في جزيرة أنجوان بجزر القمر,عمال محليون يثبتون ألواحاً شمسية على أسطح مبانٍ ريفية وسط تلال جزيرة أنجوان (الجزيرة),طاقة,جزر القمر,gpt-4.1
884.0,"مهرجان ""الحنّون"" الأول في نابلس يحيي تراث الزهور الفلسطينية",نساء فلسطينيات يرتدين الأزياء التراثية يجمعن زهور الحنّون في سفوح جبال نابلس خلال فعاليات المهرجان (الأناضول),ثقافة,فلسطين,gpt-4.1
885.0,جدل في لبنان حول قرار بلدي يفرض قيوداً على تجول العمال الأجانب ليلاً,عمال بناء من جنسيات آسيوية ينهون يومهم في إحدى ضواحي بيروت استعداداً للعودة إلى سكنهم الجماعي (رويترز),قضايا اجتماعية,لبنان,gpt-4.1
886.0,جامعة نيالا تدشن برنامجاً لدعم تعليم الفتيات في مناطق النزاع بدارفور,مجموعة من الطالبات يتلقين كتبا وأجهزة لوحية خلال احتفال رسمي داخل حرم جامعة نيالا (فرانس برس),تعليم,السودان,gpt-4.1
887.0,شباب غزة يبتكرون تطبيقاً ذكياً لتتبع أضرار البنية التحتية جراء العدوان,مجموعة من الشبان ينشغلون ببرمجة الهواتف المحمولة داخل غرفة صغيرة في غزة وسط أكوام من أجهزة إلكترونية متهالكة (الجزيرة),تقنية,فلسطين,gpt-4.1
888.0,البرلمان التونسي يناقش مشروع قانون جديد لإشراك الشباب في صنع القرار الوطني,نواب شباب يتبادلون النقاش داخل قاعة البرلمان التونسي خلال الجلسة التشريعية (رويترز),سياسة,تونس,gpt-4.1
889.0,"مبادرة ""دراجتك صحتك"" تشهد إقبالاً لافتاً من النساء في جدة",مجموعة من النساء السعوديات يركبن درجاتهن الهوائية على كورنيش جدة أثناء الفعالية الأسبوعية للمبادرة (الشرق الأوسط),مجتمع,السعودية,gpt-4.1
890.0,مشاورات مطوّلة بين الكتل النيابية في لبنان للاتفاق على مشروع قانون الانتخاب الجديد,جلسة حوارية مغلقة تجمع رؤساء الكتل النيابية اللبنانية داخل مجلس النواب في بيروت (الفرنسية),سياسة,لبنان,gpt-4.1
891.0,"مبادرة ""ديوانية أجيال"" تجمع كبار السن والشباب لإحياء القصص الشعبية في الكويت",مجموعة من الشباب وكبار السن يتحلقون حول مائدة في ديوانية تراثية بمنطقة السالمية، يتبادلون الحكايات والذكريات (الجزيرة),مجتمع,الكويت,gpt-4.1
892.0,"الدوحة تحتضن مهرجان ""فن الخط العربي"" بمشاركة فنانين من 12 دولة",فنان قطري يرسم جملة باللغة العربية على لوحة كبيرة خلال افتتاح مهرجان الخط في متحف قطر الوطني (وكالة الأنباء القطرية),ثقافة,قطر,gpt-4.1
893.0,الصومال يطلق بورصة جديدة لدعم الشركات المحلية وجذب الاستثمارات الأجنبية,حفل افتتاح البورصة الجديدة في مقديشو بحضور مسؤولين حكوميين ومستثمرين محليين ودوليين (رويترز),اقتصاد,الصومال,gpt-4.1
894.0,قافلة طلابية تتعرض لهجوم مسلح في الطريق بين الفاشر ونيالا شمال دارفور,حافلة مهترئة متوقفة على جانب طريق صحراوي، حولها حقائب متناثرة وعدد من قوات الشرطة المحلية يحققون في موقع الحادث (الجزيرة),حوادث,السودان,gpt-4.1
895.0,جزر القمر تُطلق أول منصة إلكترونية لتسويق المنتجات البحرية محلياً وعالمياً,صيادون كوموريون يفرغون صيد اليومي على شاطئ موروني استعداداً لعرضه عبر المنصة الجديدة (الأناضول),تقنية,جزر القمر,gpt-4.1
896.0,نقص المياه يهدد موسم حصاد الزيتون في الجبل الأخضر شرق ليبيا,مزارعون ليبيون يراقبون أشجار الزيتون شبه الجافة وسط الحقول المتشققة بسبب قلة الأمطار هذا العام (الجزيرة),قضايا اجتماعية,ليبيا,gpt-4.1
897.0,البحرين تطلق حملة توعية للحد من التنمر الإلكتروني بين اليافعين,متطوعون يقدمون ورش عمل لطلاب مدارس في المنامة حول الاستخدام الآمن للإنترنت والتعامل مع الإساءة الرقمية (بنا),قضايا اجتماعية,البحرين,gpt-4.1
898.0,اتحاد جزر القمر لكرة القدم يعلن تأسيس أول دوري نسائي رسمي في البلاد,مجموعة من اللاعبات الكوموريات يحيين الجماهير بعد نهاية مباراة تجريبية على ملعب موروني البلدي (وكالة الأنباء القمرية),رياضة,جزر القمر,gpt-4.1
899.0,مباحثات بين قيادات شرق السودان والحكومة المركزية بشأن الحكم الذاتي تتقدم بصعوبة,وفد من زعماء قبائل شرق السودان خلال اجتماع تفاوضي مع مسؤولين حكوميين في الخرطوم وسط أجواء من التوتر (الفرنسية),سياسة,السودان,gpt-4.1
900.0,بدء تشغيل أكبر محطة لتحلية مياه البحر تعمل بالطاقة الشمسية في رأس الخيمة,ألواح طاقة شمسية ضخمة تتلألأ تحت أشعة الشمس بجوار خزانات مياه حديثة في منشأة صناعية حديثة (رويترز),طاقة,الإمارات,gpt-4.1
901.0,مستشفى الأطفال بدمشق ينجح في إجراء أول عملية زرع كبد لطفلة تعاني من الفشل الكبدي,الطاقم الطبي السوري يحيط بالطفلة بعد خروجها من غرفة العمليات في مستشفى الأطفال بدمشق (سانا),صحة,سوريا,gpt-4.1
902.0,رياح الخماسين تغطي سماء القاهرة بطبقة غبار كثيفة وتحذيرات للمصابين بالحساسية,مشهد ضبابي يلف منطقة الأهرامات جراء تصاعد العواصف الترابية فوق العاصمة المصرية (رويترز),بيئة,مصر,gpt-4.1
903.0,البحرين تعلن خطة جديدة لتعزيز قطاع الصناعات الغذائية بحلول 2030,وزير الصناعة والتجارة البحريني خلال مؤتمر صحفي للإعلان عن الاستراتيجية الوطنية للصناعات الغذائية، إلى جانبه عدد من ممثلي الشركات المحلية (وكالة أنباء البحرين),اقتصاد,البحرين,gpt-4.1
904.0,ارتفاع في ظاهرة التسرب المدرسي بالمناطق الريفية يثير قلق الأسر التونسية,مجموعة من الأطفال يسيرون عبر طريق وعر نحو قريتهم في محافظة الكاف بعد انتهاء اليوم الدراسي، وملامح التعب واضحة على وجوههم (الأناضول),قضايا اجتماعية,تونس,gpt-4.1
905.0,توقيع اتفاقية لتطوير موانئ صومالية بين الحكومة وشركة تركية,وزير النقل الصومالي ومسؤولون من شركة تركية يوقعون وثائق الاتفاق في مقديشو بحضور رجال أعمال وإعلاميين (الأناضول),اقتصاد,الصومال,gpt-4.1
906.0,افتتاح أول متحف رقمي للخط العربي في قسنطينة لجذب الزوار الشباب,زوار يتجولون داخل قاعة عرض تفاعلية بالمتحف الجديد في قسنطينة ويشاهدون شاشات تعرض نماذج من الخط العربي عبر العصور (وكالة الأنباء الجزائرية),ثقافة,الجزائر,gpt-4.1
907.0,الأهلي المصري يختتم معسكره التدريبي بأسوان استعداداً لموقعة الدوري الحاسمة,لاعبو الأهلي يؤدون تدريبات بدنية في أجواء مشمسة ووسط حضور جماهيري في ملعب أسوان الرياضي (عدسة النادي الأهلي),رياضة,مصر,gpt-4.1
908.0,حملة غرس الأشجار البرية تعيد الحياة لوادي بني عوف في الداخلية,متطوعون من شباب القرى ينقلون شتلات الغاف والسمر لزراعتها على ضفاف الوادي في صباح ضبابي (الجزيرة),بيئة,عُمان,gpt-4.1
909.0,مبادرة محلية في جيبوتي لمواجهة ظاهرة التسرب المدرسي بين الفتيات,مجموعة من الطالبات الجيبوتيات يشاركن في ورشة توعوية داخل إحدى المدارس الحكومية بالعاصمة (الجزيرة),قضايا اجتماعية,جيبوتي,gpt-4.1
910.0,مدارس الموصل تحتضن أول مهرجان للخط العربي للأطفال منذ إعادة إعمارها,أطفال يشاركون في كتابة لوحات فنية بأقلام الحبر في ساحة مدرسة بحي النبي شيت بمدينة الموصل (الأناضول),تعليم,العراق,gpt-4.1
911.0,بدء محادثات بين الحكومة والمعارضة حول إصلاحات انتخابية في جيبوتي,جانب من اجتماع وفدي الحكومة والمعارضة داخل قاعة المؤتمرات الرئيسية في العاصمة جيبوتي (وكالة الأنباء الجيبوتية),سياسة,جيبوتي,gpt-4.1
912.0,مهرجان الشعر الحساني في أطار يستقطب المواهب الشابة ويحيي التراث الشفهي الموريتاني,مجموعة من الشعراء الشباب يرتدون الدراعة التقليدية ويلقون قصائد بالحسانية أمام جمهور متنوع في ساحة أطار الرئيسية (الجزيرة),ثقافة,موريتانيا,gpt-4.1
913.0,فنون الجداد.. مهرجان محلي يحيي التراث الغنائي في كردفان,نساء ورجال يرتدون أزياء كردفانية تقليدية وهم يرددون الأهازيج الشعبية بمسرح مكشوف تحت ظلال أشجار السدر,ثقافة,السودان,gpt-4.1
914.0,نساء غزة ينظمن بازارا خيريا لدعم الأسر المتضررة من العدوان,سيدات فلسطينيات يعرضن منتجات يدوية في قاعة صغيرة وسط رفرف أعلام فلسطين وأجواء تضامن مجتمعي (رويترز),مجتمع,فلسطين,gpt-4.1
915.0,مستشفيات الجنوب التونسي تعلن اكتظاظ أقسام الأطفال مع موجة أمراض تنفسية حادة,أولياء ينتظرون خارج قسم الطوارئ للأطفال في مستشفى قابس وسط تدفق للمرضى الصغار خلال ساعات الليل (الوكالة التونسية للأنباء),صحة,تونس,gpt-4.1
916.0,موجة هجرة داخلية في جيبوتي مع تصاعد آثار الجفاف على المجتمعات الريفية,عائلات تنقل متاعها الصغير على عربات خشبية باتجاه ضواحي العاصمة جيبوتي بعد ندرة المياه في قراهم (الفرنسية),قضايا اجتماعية,جيبوتي,gpt-4.1
917.0,تونس تطلق أول مركز رعاية لمرضى الزهايمر في الجنوب وتعوّل على الكوادر الشابة,أخصائية علاج نفسي تواسي سيدة مسنّة في إحدى قاعات المركز الجديد بمدينة قابس (رويترز),صحة,تونس,gpt-4.1
918.0,الرياض تطلق أول شبكة نقل ذكية بالكامل للحافلات في الأحياء السكنية,حافلات كهربائية حديثة تتوقف عند محطة في حي النخيل شمال الرياض (الشرق الأوسط),تقنية,السعودية,gpt-4.1
919.0,الستيني عبد الحميد يحقق إنجازاً تاريخياً في ماراثون تونس الصحراوي,عبد الحميد بن يوسف يرفع علم تونس وسط ترحيب الجماهير بعد عبوره خط النهاية في صحراء دوز (رويترز),رياضة,تونس,gpt-4.1
920.0,نادي الحكمة يطلق أكاديمية لكرة السلة للفتيات في طرابلس.. خطوة رائدة لدعم الرياضة النسوية شمال لبنان,مدربة لبنانية تلقن مجموعة من الفتيات التمارين الأساسية لكرة السلة داخل صالة رياضية حديثة في طرابلس، وسط حضور أهاليهم وتشجيعهم,رياضة,لبنان,gpt-4.1
921.0,حادث سير مروع يودي بحياة ثلاثة شبان على طريق الشحانية في قطر,سيارات الإسعاف وقوى الأمن القطري تطوق موقع الحادث بالقرب من تقاطع الشحانية وسط تجمع الأهالي وحطام المركبتين المتصادمتين (الجزيرة),حوادث,قطر,gpt-4.1
922.0,"مهرجان ""طرابلس تقرأ"".. مبادرة شبابية لإحياء ثقافة المطالعة في ليبيا",مجموعة من الشباب الليبيين يتبادلون الكتب في ساحة الشهداء بطرابلس خلال الفعالية (الجزيرة),ثقافة,ليبيا,gpt-4.1
923.0,بغداد تعلن تفاصيل اتفاق أمني مع تركيا لمواجهة تسلل الجماعات المسلحة عبر الحدود,وزير الداخلية العراقي ونظيره التركي خلال مؤتمر صحفي مشترك في مقر وزارة الداخلية ببغداد، وخلفهم أعلام البلدين (الأناضول),سياسة,العراق,gpt-4.1
924.0,موسم الرمان في الباحة: مزارعون سعوديون يصدرون أول شحنة إلى شرق آسيا,مزارع سعودي يعرض صناديق رمان طازج تمهيداً لشحنها من أحد بساتين الباحة (رويترز),اقتصاد,السعودية,gpt-4.1
925.0,"قطر تطلق مبادرة ""مدرستي الخضراء"" لنشر ثقافة الاستدامة بين الطلاب",طلاب وطالبات يزرعون أشجاراً في ساحة إحدى المدارس الحكومية بالدوحة ضمن فعاليات المبادرة (الشرق),تعليم,قطر,gpt-4.1
926.0,مبادرة جديدة لإدخال الإنترنت عبر الأقمار الصناعية إلى المناطق الريفية في الصومال,تجهيز هوائيات لاستقبال الإنترنت في إحدى القرى بمحيط هرجيسا شمالي الصومال (رويترز),تقنية,الصومال,gpt-4.1
927.0,برلمان جيبوتي يوافق بالإجماع على تعديل وزاري موسع وسط توقعات بتغيير السياسات الداخلية,نواب البرلمان يصوتون خلال جلسة عامة في مقر المجلس الوطني بالعاصمة جيبوتي (الأناضول),سياسة,جيبوتي,gpt-4.1
928.0,السيول تداهم عدة قرى في ولاية سمائل وتخلف خسائر مادية واسعة,منسوب المياه يرتفع في أحد الشوارع الرئيسية بسمائل بينما يحاول السكان إنقاذ بعض الممتلكات من تدفق السيول (وكالة الأنباء العمانية),حوادث,عُمان,gpt-4.1
929.0,انهيار مبنى سكني قديم يودي بحياة 4 أشخاص في حي الميدان بدمشق,رجال الدفاع المدني يبحثون بين أنقاض مبنى متصدع في حي الميدان وسط العاصمة السورية دمشق (وكالة سانا),حوادث,سوريا,gpt-4.1
930.0,شبيبة القبائل يطلق أكاديمية جديدة لتطوير المواهب في الجنوب الجزائري,مجموعة من الأطفال يحملون كرات قدم ويرتدون أطقم النادي الجديدة خلال حصة تدريبية في مدينة أدرار (رويترز),رياضة,الجزائر,gpt-4.1
931.0,مدارس جيبوتي الحكومية تطلق برنامج التغذية المدرسية لمواجهة تراجع التحصيل,طلاب يتناولون وجبة إفطار جماعية في إحدى مدارس العاصمة جيبوتي (وكالة الأنباء الجيبوتية),تعليم,جيبوتي,gpt-4.1
932.0,"قطر تطلق مبادرة ""المدرسة الخضراء"" لتعزيز التعليم البيئي في المناهج الدراسية",طلاب مدرسة قطرية يشاركون في زراعة الأشجار ضمن برنامج التوعية البيئية في الدوحة (الجزيرة),تعليم,قطر,gpt-4.1
933.0,البحرين تدعو لإصلاحات انتخابية وسط مطالب بتحسين مشاركة الشباب,طلاب جامعيون بحرينيون يتقدمون بأسئلتهم خلال جلسة حوارية في المنامة لمناقشة دور الشباب في الحياة السياسية (رويترز),سياسة,البحرين,gpt-4.1
934.0,نادي جدة البحري يحصد ذهبية بطولة المملكة للتجديف لأول مرة في تاريخه,أعضاء فريق نادي جدة البحري يحتفلون بالفوز بالذهبية على ضفاف كورنيش جدة بحضور جماهيرهم ومدربيهم (اتحاد التجديف السعودي),رياضة,السعودية,gpt-4.1
935.0,مبادرة نسائية في صيدا تعيد إحياء حرفة تصنيع الصابون التراثي لدعم الأسر الفقيرة,مجموعة من النساء يعملن في ورشة صغيرة محاطة بقوالب الصابون التقليدي وأدوات يدوية وسط أجواء تعبق برائحة الأعشاب الطبيعية (الجزيرة),مجتمع,لبنان,gpt-4.1
936.0,نقص المعلمين يهدد استمرارية التعليم في جزر القمر وسط هجرة الكوادر,طلاب يجلسون على مقاعد خشبية في فصل بسيط بجزيرة أنجوان ينتظرون وصول معلم اللغة الفرنسية (الجزيرة),تعليم,جزر القمر,gpt-4.1
937.0,البحرين تفتتح أول مدرسة حكومية متخصصة في الفنون المسرحية,طلاب يؤدون عرضاً مسرحياً على خشبة مسرح حديث في المنامة خلال افتتاح المدرسة الجديدة (رويترز),تعليم,البحرين,gpt-4.1
938.0,قلق في الكويت بعد ارتفاع حالات التنمر الإلكتروني بين طلاب المدارس,مجموعة من الطلاب يتصفحون هواتفهم في إحدى ساحات المدارس، بينما يظهر على وجوههم التوتر والانشغال (رويترز),قضايا اجتماعية,الكويت,gpt-4.1
939.0,الثورة البرتقالية.. نادي الاتحاد الحلبي يستعيد بريقه ويشعل المنافسة على الدوري السوري,مشجعون يرفعون الأعلام البرتقالية ويهتفون بحماسة في ملعب الحمدانية بمدينة حلب قبل انطلاق مواجهة الاتحاد مع الكرامة (الجزيرة),رياضة,سوريا,gpt-4.1
940.0,ارتفاع معدلات التسرب المدرسي بين الفتيات في الريف الجنوبي للعراق يثير قلق الأهالي,مجموعة من الطالبات يجلسن في فناء مدرسة ريفية متهالكة بمحافظة ذي قار بينما تظهر بعض المقاعد فارغة بسبب غياب الطالبات (الجزيرة),قضايا اجتماعية,العراق,gpt-4.1
941.0,"متحف قطر الوطني يحتفي بفنون اللؤلؤ في معرض ""حكاية من أعماق الخليج""",امرأة قطرية تتأمل عقد لؤلؤ تقليدي معروض في قاعة زجاجية وسط مقتنيات تعكس تاريخ صيد اللؤلؤ في البلاد (رويترز),ثقافة,قطر,gpt-4.1
942.0,الأردن يطلق مبادرة وطنية لزراعة مليون شجرة مثمرة في المناطق الجافة,متطوعون أردنيون يحملون شتلات زيتون ورمان في موقع زراعي بمحافظة المفرق شمال شرقي الأردن ضمن حملة التشجير الوطنية (رويترز),بيئة,الأردن,gpt-4.1
943.0,ارتفاع ظاهرة التسرب المدرسي بين أطفال الريف السوداني يثير قلق الأسر والمنظمات,تلاميذ يحملون حقائب مدرسية ممزقة يسيرون في طريق طيني طويل نحو مدرسة مشيدة من القش بإحدى قرى ولاية النيل الأزرق (الأناضول),قضايا اجتماعية,السودان,gpt-4.1
944.0,الصومال يوقع اتفاقية لتصدير الأسماك الطازجة إلى الأسواق الأوروبية لأول مرة,صيادون صوماليون يفرغون شباكهم الممتلئة بالأسماك على شاطئ مقديشو عند شروق الشمس، بينما تقف شاحنات تبريد استعداداً لنقل الشحنة الأولى للتصدير (رويترز),اقتصاد,الصومال,gpt-4.1
945.0,طرابلس تكشف عن مشروع أول منصة ليبية لتسويق المنتجات الحرفية إلكترونياً,مجموعة من الشابات والشبان يعرضون منتجاتهم التقليدية على أجهزة حاسب محمولة في قاعة عرض بطرابلس (وكالة الأنباء الليبية),تقنية,ليبيا,gpt-4.1
946.0,"""مبادرة محلية لتعليم اللغة الفرنسية في قرى نائية بجزر القمر""",معلمة تقف أمام تلاميذ يرفعون كتبهم داخل فصل مدرسي ريفي في جزيرة أنجوان (رويترز),تعليم,جزر القمر,gpt-4.1
947.0,تراجع أعداد طيور الفلامينغو في محمية القالة يثير قلق خبراء البيئة الجزائريين,مجموعة من طيور الفلامينغو تحلق فوق مياه ضحلة في محمية القالة الطبيعية شرق الجزائر، وسط أجواء ضبابية وصمت يلف المكان (رويترز),بيئة,الجزائر,gpt-4.1
948.0,السعودية تدشّن أول مزرعة رياح بحرية في الخليج لتعزيز مزيج الطاقة المستدامة,رافعات عملاقة تثبّت تربينات الرياح الضخمة في عرض البحر قبالة سواحل جازان (رويترز),طاقة,السعودية,gpt-4.1
949.0,اندلاع حريق في سوق المباركية التاريخي يوقع إصابات ويوقف الحركة التجارية,رجال الإطفاء يواصلون جهودهم لإخماد النيران وسط حالة من الترقب لدى أصحاب المحلات في سوق المباركية الشهير بالعاصمة الكويت (الجزيرة),حوادث,الكويت,gpt-4.1
950.0,المعارضة الموريتانية تطالب بإصلاحات انتخابية قبل الانتخابات الرئاسية المقبلة,قادة أحزاب المعارضة يتوسطون قاعة الاجتماعات في نواكشوط خلال مؤتمر صحفي مشترك (الجزيرة),سياسة,موريتانيا,gpt-4.1
951.0,منجم جديد للذهب الأخضر.. مشاريع التمور العضوية تعيد رسم الخريطة الزراعية في الإمارات,عمال يجمعون ثمار التمر العضوي في مزرعة بأطراف مدينة العين وسط نخيل باسق يظلل الأرض (الجزيرة),اقتصاد,الإمارات,gpt-4.1
952.0,ارتفاع معدلات الطلاق في الجزائر يثير قلق الجمعيات النسوية وسط مطالب بإصلاحات قانونية,سيدات يشاركن في ندوة توعوية حول حقوق المرأة بمدينة قسنطينة (رويترز),قضايا اجتماعية,الجزائر,gpt-4.1
953.0,المجلس السيادي يدعو لحوار عاجل بين الفصائل وسط تصاعد النزاع بدارفور,أعضاء من المجلس السيادي السوداني خلال اجتماع طارئ لمناقشة تداعيات الاشتباكات في إقليم دارفور (رويترز),سياسة,السودان,gpt-4.1
954.0,عدن تعود للإضاءة جزئياً بعد وصول شحنة وقود إسعافية لمحطات الكهرباء,ناقلات النفط تصطف على رصيف ميناء عدن استعداداً لتفريغ الشحنة وسط تواجد فنيين في زي العمل (رويترز),طاقة,اليمن,gpt-4.1
955.0,"مكتبات الإسكندرية الشعبية تحيي تقليد ""الحكواتي"" لجذب الأطفال للقراءة",مجموعة من الأطفال يجلسون في دائرة حول راوي قصص يرتدي الزي الشعبي في ساحة مكتبة شعبية بالإسكندرية (مصادر محلية),ثقافة,مصر,gpt-4.1
956.0,أمطار غزيرة تُغرق شوارع الدمام وتعطل حركة السير لساعات,سيارات متوقفة وسط تجمعات مياه الأمطار في أحد الشوارع الرئيسية بمدينة الدمام (صحيفة اليوم),حوادث,السعودية,gpt-4.1
957.0,جيبوتي تطلق أول شبكة توزيع كهرباء ذكية لتحسين كفاءة الطاقة في الأحياء السكنية,عامل فني يشرف على تركيب عداد كهرباء ذكي في حي سكني بالعاصمة، في خطوة تهدف لخفض الفاقد وتقديم خدمة مستقرة للمواطنين (الفرنسية),طاقة,جيبوتي,gpt-4.1
958.0,مبادرة نسائية في موروني لتحويل النفايات إلى حدائق منزلية مستدامة,سيدتان من جزر القمر تحملان صناديق تضم نباتات خضراء في حديقة منزلية صغيرة، وأكوام من السماد العضوي تظهر في الخلفية (الجزيرة),مجتمع,جزر القمر,gpt-4.1
959.0,موجة ارتفاع حرارة البحر تهدد الشعاب المرجانية قبالة ساحل طبرق,غواصون ليبيون يوثقون تغيّر ألوان المرجان وسط مياه صافية في البحر الأبيض المتوسط شرق البلاد (رويترز),بيئة,ليبيا,gpt-4.1
960.0,الجزائر تدشن أول منصة إلكترونية وطنية لتداول المنتجات الفلاحية,مزارعون جزائريون يستخدمون أجهزة لوحية لتسعير الخضروات في سوق شعبي بمدينة وهران (رويترز),تقنية,الجزائر,gpt-4.1
961.0,"الإمارات تطلق برنامج ""المهارات الزرقاء"" لتدريب طلاب المدارس على علوم البحار",مجموعة من الطلاب الإماراتيين يرتدون سترات نجاة أثناء مشاركتهم في ورشة تعليمية على شاطئ مدينة كلباء (رويترز),تعليم,الإمارات,gpt-4.1
962.0,الدوحة تستضيف بطولة دولية لرياضة البادل بمشاركة عربية لافتة,لاعبات قطريات وتونسيات خلال مباراة نصف النهائي في بطولة البادل بالدوحة (رويترز),رياضة,قطر,gpt-4.1
963.0,غرق قارب صيد يقل عشرة أشخاص قبالة سواحل وهران وعمليات البحث مستمرة,عناصر الحماية المدنية الجزائرية أثناء تمشيط مياه البحر قرب شاطئ الكرمة في وهران بحثاً عن مفقودين (وكالة الأنباء الجزائرية),حوادث,الجزائر,gpt-4.1
964.0,"انطلاق ""ماراثون عدن للسلام"" بمشاركة 1200 عداء من مختلف المحافظات اليمنية",عداؤون يمنيون ينطلقون من أمام شارع المعلا الرئيسي في افتتاح ماراثون عدن للسلام وسط حضور جماهيري كبير (الفرنسية),رياضة,اليمن,gpt-4.1
965.0,تصادم بين شاحنتين يخلف إصابات ويعطل السير على طريق العين-الوقن,رجال الدفاع المدني والإسعاف في موقع الحادث أثناء انتشال المصابين من بين حطام الشاحنتين قرب مدينة العين (وام),حوادث,الإمارات,gpt-4.1
966.0,انقلاب شاحنة وقود يتسبب في حريق هائل على طريق مدني – الخرطوم,رجال الإطفاء يحاولون السيطرة على ألسنة اللهب وسط دخان كثيف بعد انقلاب شاحنة الوقود قرب قرية طيبة الشيخ عبد الباقي (رويترز),حوادث,السودان,gpt-4.1
967.0,مهرجان مقديشو للسينما يعيد الحياة إلى الشاشة الفيلمية بالصومال,جمهور صومالي يتابع عرض فيلم محلي في قاعة سينما عتيقة تم ترميمها وسط مقديشو (رويترز),ثقافة,الصومال,gpt-4.1
968.0,جيبوتي تطلق أول برنامج وطني لمكافحة داء الملاريا في المناطق الحدودية,فريق صحي جيبوتي يجري فحوصات ميدانية لسكان قرية حدودية ضمن حملة مكافحة الملاريا (الأناضول),صحة,جيبوتي,gpt-4.1
969.0,طرابلس تحتضن سباق الجري الليلي الأول بمشاركة واسعة من الشباب الليبي,المئات من العدّائين ينطلقون في شوارع طرابلس القديمة وسط أجواء احتفالية ليلية (الفرنسية),رياضة,ليبيا,gpt-4.1
970.0,مدارس الضفة الغربية تستأنف نشاطها رغم التحديات وغياب التمويل الدولي,طلاب وطالبات يجلسون على مقاعد دراسية قديمة في إحدى مدارس مدينة رام الله، وسط جداريات تحمل رسومات الأمل وتحديات التعليم (رويترز),تعليم,فلسطين,gpt-4.1
971.0,انهيار جزئي لمبنى سكني يخلّف جرحى في حي باب الزوار بالعاصمة الجزائرية,سيارات إسعاف وإطفاء متوقفة أمام مبنى متضرر جزئياً وسط ازدحام السكان ورجال الدفاع المدني (الأناضول),حوادث,الجزائر,gpt-4.1
972.0,"""الخط العربي في بنغازي.. شباب يُعيدون للحرف الليبي سحره على جدران المدينة العريقة""",مجموعة من الفنانين الشباب يرسمون جداريات بخطوط عربية أصيلة تزيّن شوارع بنغازي القديمة (الجزيرة),ثقافة,ليبيا,gpt-4.1
973.0,"البحرين تطلق مبادرة ""المعلم المتجول"" لسد فجوات التعليم في القرى النائية",مجموعة من الطلاب في قرية الجسرة يتلقون درساً تفاعلياً على يد معلم زائر ضمن برنامج التنقل الأسبوعي (وكالة أنباء البحرين),تعليم,البحرين,gpt-4.1
974.0,الرياض تعلن تشكيل مجلس تنفيذي لتطوير التعاون مع دول الساحل الأفريقي,وزير الخارجية السعودي يجتمع بمسؤولين أفارقة في قصر المؤتمرات بالرياض (واس),سياسة,السعودية,gpt-4.1
975.0,ارتفاع نسبة الإصابة بمرض الحصبة بين الأطفال في ريف إدلب يثير قلق المنظمات الصحية,طاقم طبي يفحص طفلاً في إحدى العيادات الميدانية بريف إدلب الشمالي (الهلال الأحمر السوري),صحة,سوريا,gpt-4.1
976.0,انقطاع الإنترنت يربك الامتحانات الجامعية في الخرطوم والأسرة التعليمية تطالب بتدخل عاجل,طلاب سودانيون يجلسون أمام مبنى كلية الهندسة بجامعة الخرطوم في انتظار استئناف خدمة الإنترنت لاستكمال امتحاناتهم النهائية (الصورة من وكالة السودان للأنباء),تقنية,السودان,gpt-4.1
977.0,انتشار الحمى النزفية يثير قلق الأطباء في شمال سوريا,طاقم طبي يعالج طفلاً صغيراً في وحدة عزل داخل أحد مستشفيات مدينة إدلب، حيث تظهر علامات القلق على وجوه الأطباء وسط نقص المستلزمات الطبية (وكالة الصحافة السورية),صحة,سوريا,gpt-4.1
978.0,مهرجان الطائف للورد يسجل مشاركة قياسية من الحرفيين المحليين هذا العام,زوار يتجولون بين أكشاك الحرفيين وسط أكاليل الورد الطائفي في ساحة المهرجان (واس),ثقافة,السعودية,gpt-4.1
