id,title,caption,topic,country,model_source,generated_image_path,quality_tier
595,مدارس جنوب ليبيا تعتمد تقويمًا دراسيًا جديدًا لمواجهة تأثيرات تغير المناخ,تلاميذ يتجمعون أمام إحدى مدارس مدينة سبها في صباح يوم دراسي ربيعي (الجزيرة),تعليم,ليبيا,gpt-4.1,,
596,البحرين تطلق حملة للكشف المبكر عن مرض السكري في المدارس الحكومية,طاقم طبي يجري فحوصات مجانية لطلاب مدرسة ابتدائية في العاصمة المنامة ضمن حملة التوعية الصحية (وزارة الصحة البحرينية),صحة,البحرين,gpt-4.1,,
597,السعودية تطلق أول بورصة إلكترونية لتجارة المعادن غير النفيسة,متداولون يراقبون شاشة تعرض أسعار المعادن في مقر البورصة الجديد بمدينة الدمام (الاقتصادية),اقتصاد,السعودية,gpt-4.1,,
598,جدة.. وفاة ثلاثة أشخاص وإصابة أربعة في انهيار مبنى سكني بحي النزلة اليمانية,فرق الدفاع المدني تبحث عن ناجين بين أنقاض المبنى المنهار بعد منتصف الليل في أحد أحياء جدة القديمة (واس),حوادث,السعودية,gpt-4.1,,
599,مهرجان الموسيقى الجبلية ينطلق في بشري بمشاركة فنانين شباب من مناطق لبنانية عدة,جمهور متحمس يتجمع أمام منصة مهرجان الموسيقى الجبلية في ساحة بلدة بشري شمال لبنان (رويترز),ثقافة,لبنان,gpt-4.1,,
600,موجة جفاف غير مسبوقة تهدد أرز الشلب في أهوار ذي قار,مزارعون من منطقة الجبايش يقفون وسط مساحات يابسة كانت فيما مضى حقول أرز الشلب المزدهرة، بينما تظهر شقوق عميقة في التربة وتتناثر جذوع نباتات ذابلة على الأرض (الفرنسية),بيئة,العراق,gpt-4.1,,
601,عُمان تدشّن أوّل مركز وطني لتوثيق التراث البحري رقمياً,باحثون عمانيون يفحصون مخطوطات بحرية قديمة باستخدام أجهزة تصوير ثلاثية الأبعاد في متحف بحري بمطرح,تقنية,عُمان,gpt-4.1,,
602,الصومال يطلق أول منصة إلكترونية مخصصة لتسويق المنتجات المحلية باللغات المحلية,مجموعة من الشبان الصوماليين يتصفحون حواسيبهم المحمولة داخل مركز تقني صغير في مقديشو، تظهر على الشاشات واجهات المنصة الجديدة المزينة بمنتجات يدوية تقليدية (رويترز),تقنية,الصومال,gpt-4.1,,
603,موريتانيا تطلق أكبر حملة لإعادة تأهيل غابات الأوكالبتوس لمواجهة التصحر,متطوعون يزرعون شتلات الأوكالبتوس على أطراف مدينة بوتلميت خلال فعاليات اليوم الوطني للغابات (وكالة الأنباء الموريتانية),بيئة,موريتانيا,gpt-4.1,,
604,جيبوتي تطلق أضخم حملة لتنظيف الشواطئ بعد ارتفاع معدلات التلوث البلاستيكي,متطوعون يرتدون سترات صفراء يجمعون النفايات البلاستيكية من شاطئ دوراليه الشهير في جيبوتي (رويترز),بيئة,جيبوتي,gpt-4.1,,
605,ارتفاع ملحوظ في حالات التسمم الغذائي بين أطفال الجنوب اللبناني مع تزايد موجات الحر,طاقم طبي يفحص أطفالاً في أحد مراكز الطوارئ بمدينة صور بعد نقلهم للاشتباه بتسمم غذائي (الجزيرة),صحة,لبنان,gpt-4.1,,
606,أزمة نقص أدوية السكري تثير قلقاً واسعاً بين المرضى في إربد,مواطنون يصطفون أمام صيدلية حكومية في وسط مدينة إربد بحثاً عن علاجات السكري اليومية (الجزيرة),صحة,الأردن,gpt-4.1,,
607,انقطاع مياه الشرب يهدد قرى شمال كردفان وسط احتجاجات شعبية,نساء وأطفال يصطفون حول صهريج ماء مؤقت في قرية نائية، يحملون أواني بلاستيكية انتظارا لملئها (الجزيرة),مجتمع,السودان,gpt-4.1,,
608,ارتفاع أسعار الذرة يشعل مخاوف الأسر في ولايات شرق السودان,سوق شعبية مزدحمة في كسلا تعرض أكياس الذرة البيضاء تحت أشعة الشمس (الفرنسية),اقتصاد,السودان,gpt-4.1,,
609,"نساء جزر القمر يطلقن حملة ""أيدينا في التراب"" لإنقاذ الزراعة التقليدية",سيدات قَمريات يرتدين أزياءً تقليدية ويمسكن بأدوات زراعية بسيطة في حقل مكشوف بجزيرة أنجوان، بينما تحيط بهن أشجار القرنفل والمانجو (رويترز),قضايا اجتماعية,جزر القمر,gpt-4.1,,
610,مدارس الطفيلة تواجه أزمة معلمين مع اقتراب الامتحانات النهائية,صف دراسي في إحدى مدارس محافظة الطفيلة جنوب الأردن يظهر فيه الطلاب دون معلم أثناء حصة دراسية صباحية (الجزيرة),تعليم,الأردن,gpt-4.1,,
611,انطلاق أول دوري نسائي لكرة القدم الشاطئية في الكويت,لاعبات من فرق كويتية يتبادلن التحية قبل صافرة البداية على شاطئ المسيلة في افتتاح البطولة الرسمية الأولى لكرة القدم الشاطئية للسيدات.,رياضة,الكويت,gpt-4.1,,
612,جيبوتي توقّع اتفاقية مع تركيا لتطوير ميناء جديد للحاويات وتعزيز التجارة الإقليمية,مسؤولون من وزارتي النقل الجيبوتية والتركية يتبادلون وثائق الاتفاقية خلال حفل توقيع رسمي في العاصمة جيبوتي (الوكالة الجيبوتية للأنباء),اقتصاد,جيبوتي,gpt-4.1,,
613,إنقاذ عشرات العائلات جراء انهيار منزل أثري في البلدة القديمة بنابلس,فرق الدفاع المدني الفلسطيني تفتش بين أنقاض المنزل المنهار في أحد أزقة نابلس الضيقة وسط تزاحم الأهالي وقلقهم (الفرنسية),حوادث,فلسطين,gpt-4.1,,
614,مدارس سودانية تعتمد نظام اليوم الطويل لتعويض الفاقد التعليمي في المناطق المتأثرة بالنزاع,تلاميذ يرتدون الزي المدرسي الجنوبي يجلسون في صفوف متفرقة بمدرسة ريفية مؤقتة في ولاية النيل الأزرق، بينما تشرح معلمة تمسك بكتاب مهترئ درس اللغة العربية (الجزيرة),تعليم,السودان,gpt-4.1,,
615,تراجع صادرات التمور العراقية يثير قلق المزارعين مع تصاعد تكاليف الإنتاج,عمال يفرزون التمور في إحدى بساتين محافظة البصرة جنوب العراق (الوكالة العراقية للأنباء),اقتصاد,العراق,gpt-4.1,,
616,المغرب يطلق حملة وطنية لزرع مليون شجرة زيتون في مناطق الأطلس لمواجهة التصحر,مزارعون يعكفون على غرس شتلات زيتون صغيرة في أحد حقول إقليم أزيلال، وعلى خلفيتهم جبال الأطلس الشامخة (الأناضول),بيئة,المغرب,gpt-4.1,,
617,سيدات النصر يحققن إنجازاً تاريخياً بالتأهل لنهائي دوري كرة القدم السعودي,لاعبات النصر يحتفلن بالفوز مع الجهاز الفني بعد صافرة النهاية في ملعب الأمير فيصل بن فهد بالرياض (الجزيرة),رياضة,السعودية,gpt-4.1,,
618,مسرح الشباب في بنغازي يعيد إحياء التراث الشفهي عبر عروض تفاعلية,ممثلون شباب يؤدون مشهداً تقليدياً مستوحى من الحكايات الشعبية الليبية أمام جمهور من الأطفال والعائلات داخل قاعة المسرح الوطني ببنغازي (الجزيرة),ثقافة,ليبيا,gpt-4.1,,
619,مبادرة طبية جديدة لفحص الاعتلال الكلوي بالمناطق الريفية في صعيد مصر,فريق من الأطباء يفحص مريضة مسنة داخل عيادة متنقلة بإحدى قرى محافظة سوهاج (الجزيرة),صحة,مصر,gpt-4.1,,
620,الجزائر تطلق مشروع الربط بالإنترنت عبر الألياف الضوئية في الأرياف الجنوبية,عامل جزائري يثبت كابل ألياف ضوئية جديد في إحدى قرى ولاية تمنراست جنوب الجزائر (النهار),تقنية,الجزائر,gpt-4.1,,
621,حملة واسعة لمكافحة الملاريا في ولايات موريتانيا الجنوبية بعد تزايد الإصابات,فرق طبية توزع ناموسيات وأدوية على سكان قرية قرب نهر السنغال في ولاية غورغول (المصدر المحلي),صحة,موريتانيا,gpt-4.1,,
622,جيبوتي تطلق مبادرة وساطة في أزمة البحر الأحمر لتعزيز الحوار الإقليمي,وزير الخارجية الجيبوتي يجتمع مع ممثلي دول البحر الأحمر في العاصمة جيبوتي (رويترز),سياسة,جيبوتي,gpt-4.1,,
623,غرق قارب صيد قبالة سواحل جيبوتي ومصرع أربعة صيادين وفقدان آخرين,فرق الإنقاذ الجيبوتية تبحث عن ناجين بالقرب من ميناء تاجورة عقب الحادث (رويترز),حوادث,جيبوتي,gpt-4.1,,
624,الكويت تبدأ مشاورات موسعة مع الأمم المتحدة بشأن الإصلاحات الدستورية,وزير الخارجية الكويتي خلال لقائه ممثلين عن الأمم المتحدة في مبنى الوزارة بالكويت العاصمة (كونا),سياسة,الكويت,gpt-4.1,,
625,جيبوتي تدشّن أول محطة بحرية لإنتاج الكهرباء من الطاقة الموجية,عمال فنيون يشرفون على تركيب أجهزة توليد كهرباء على ساحل جيبوتي المطل على البحر الأحمر (الوكالة الجيبوتية للأنباء),طاقة,جيبوتي,gpt-4.1,,
626,اتفاقية جديدة لتعزيز إنتاج الفانيليا تجذب استثمارات زراعية إلى جزر القمر,مزارع فانيليا في جزيرة أنجوان يستعرض محاصيل موسمه وسط اهتمام شركات تصديرية (الوكالة الوطنية للزراعة),اقتصاد,جزر القمر,gpt-4.1,,
627,انهيار مبنى سكني في طرابلس يُخلف قتلى وجرحى ويثير غضب السكان,رجال إنقاذ يعملون بين الأنقاض لمحاولة إخراج العالقين بعد انهيار مبنى قديم مكون من أربعة طوابق في منطقة باب التبانة بطرابلس (رويترز),حوادث,لبنان,gpt-4.1,,
628,"مشروع ""أرامكو الخضراء"" يطلق أول مزرعة ريحية بحرية لتوليد الكهرباء شمال جدة",شباك صيد تقليدية تلوح في الأفق خلفها توربينات الرياح الجديدة على ساحل البحر الأحمر (الجزيرة),طاقة,السعودية,gpt-4.1,,
629,متحف البحرين الوطني يطلق معرضاً لفنون اللؤلؤ التقليدية احتفاءً بتراث الغوص,قطع نادرة من حلي اللؤلؤ البحريني معروضة داخل قاعات متحف البحرين الوطني (رويترز),ثقافة,البحرين,gpt-4.1,,
630,رئيس الوزراء الصومالي يعلن بدء مفاوضات مع أقاليم معارضة لإنهاء الانقسامات السياسية,رئيس الوزراء حمزة عبدي يقود اجتماعاً مع ممثلين عن أقاليم جوبالاند وبونتلاند في مقديشو (رويترز),سياسة,الصومال,gpt-4.1,,
631,مبادرة جديدة لتعليم اللغة الإنجليزية في القرى النائية بجنوب الأردن,"إحدى المعلمات الشابات تقدم درساً تفاعلياً لطلاب الصف الرابع في مدرسة البترا الأساسية ضمن برنامج ""تواصل"" للتعليم الريفي (الفرنسية)",تعليم,الأردن,gpt-4.1,,
632,الأردن يعلن عن خطة لمراجعة السياسات الحدودية مع سوريا بعد تصاعد تهريب المخدرات,عناصر من حرس الحدود الأردني أثناء دورية ليلية قرب معبر جابر مع سوريا (رويترز),سياسة,الأردن,gpt-4.1,,
633,سلطنة عُمان تطلق أول مركز نموذجي للتأهيل النفسي لمرضى السرطان بالسيب,واجهة مبنى المركز الجديد للتأهيل النفسي بمدينة السيب مع توافد المرضى وذويهم للمشاركة في افتتاحه (الرؤية العمانية),صحة,عُمان,gpt-4.1,,
634,الرياض تبحث مع طوكيو فرص التعاون في ملف الطاقة النووية السلمية,وزير الطاقة السعودي عبد العزيز بن سلمان خلال استقباله وفد الطاقة الياباني في الرياض لبحث الشراكة النووية الجديدة (واس),سياسة,السعودية,gpt-4.1,,
635,ارتفاع حالات الزواج المبكر في ريف إدلب يثير قلق الجمعيات المحلية,طفلتان سوريتان ترتديان فساتين زفاف بيضاء خلال احتفال زفاف تقليدي في إحدى قرى ريف إدلب (فرانس برس),قضايا اجتماعية,سوريا,gpt-4.1,,
636,مبادرة جامعية في نابلس تبتكر حلولاً بيئية بتدوير المخلفات الورقية,طلاب وطالبات داخل ورشة عمل يحولون الأوراق المستخدمة إلى أدوات مكتبية جديدة في حرم جامعة النجاح الوطنية (الجزيرة),تعليم,فلسطين,gpt-4.1,,
637,الإمارات تعلن إنشاء مجلس للتعاون الاستثماري مع المغرب لدعم مشاريع الطاقة الخضراء,ولي عهد أبوظبي الشيخ منصور بن زايد خلال مراسم توقيع الاتفاقية مع رئيس الحكومة المغربية عزيز أخنوش في الرباط (رويترز),سياسة,الإمارات,gpt-4.1,,
638,شباب خانيونس يحصد بطولة كأس فلسطين لكرة القدم بعد فوزه الدراماتيكي على جبل المكبر,لاعبو شباب خانيونس يحتفلون برفع الكأس وسط فرحة الجماهير في استاد فلسطين بغزة (رويترز),رياضة,فلسطين,gpt-4.1,,
639,"الإمارات تطلق ""صندوق الشراكة الخضراء"" لدعم المشروعات الناشئة في الطاقة المتجددة",رواد أعمال إماراتيون يناقشون أفكار مشاريع مبتكرة خلال فعالية إطلاق الصندوق في مركز دبي المالي العالمي (وام),اقتصاد,الإمارات,gpt-4.1,,
640,جيبوتي تطلق مركز بيانات إقليمي لدعم الشركات الناشئة المحلية,تدشين مركز البيانات في العاصمة جيبوتي بحضور مسؤولين حكوميين ورواد أعمال شباب (وكالة جيبوتي للأنباء),تقنية,جيبوتي,gpt-4.1,,
641,البرلمان القمري يناقش مشروع قانون لتوسيع صلاحيات البلديات وسط جدل سياسي,جلسة للبرلمان الوطني في موروني تظهر فيها مقاعد النواب خلال النقاشات (وكالة أنباء جزر القمر),سياسة,جزر القمر,gpt-4.1,,
642,طرابلس تطلق أول منصة تعليمية للصم وضعاف السمع بتقنيات الواقع المعزز,تلاميذ يشاهدون شرحاً تفاعلياً بلغة الإشارة عبر أجهزة لوحية في مدرسة ليبية بطرابلس,تقنية,ليبيا,gpt-4.1,,
643,البحرين تبحث فرص تعزيز الشراكة مع دول المغرب العربي لمواجهة التحديات الإقليمية,وزير الخارجية البحريني خلال لقائه مع نظرائه المغاربيين في المنامة لمناقشة سبل التعاون السياسي والأمني (بنا),سياسة,البحرين,gpt-4.1,,
644,الإمارات.. مبادرة مجتمعية لدعم كبار السن في المناطق الريفية برأس الخيمة,متطوعون شباب يزورون أحد منازل كبار السن في منطقة شوكة لتقديم المساعدة والرعاية (وام),قضايا اجتماعية,الإمارات,gpt-4.1,,
645,القصبة العتيقة بالجزائر العاصمة تتحول إلى وجهة لرسامي الجداريات الشباب,فنانة شابة تضع لمساتها الأخيرة على جدارية زاهية الألوان في أحد أزقة القصبة التاريخية (الجزيرة),ثقافة,الجزائر,gpt-4.1,,
646,رياح الصحراء تدفع ليبيا نحو الطاقة المتجددة بمزرعة توربينات في غات,عمال يجرون اختبارات على أول توربينات رياح في مشروع الطاقة المتجددة قرب مدينة غات بالجنوب الليبي (رويترز),طاقة,ليبيا,gpt-4.1,,
647,زيادة إصابات الملاريا تثير قلق السلطات الصحية في جزر القمر,طاقم طبي محلي يفحص أطفالاً في إحدى القرى النائية بجزيرة أنجوان، في إطار حملة ميدانية للكشف المبكر عن الملاريا (الفرنسية),صحة,جزر القمر,gpt-4.1,,
648,حريق ضخم يلتهم سوقاً شعبية في مدينة حلب ويتسبب بخسائر فادحة,عناصر من الدفاع المدني السوري يحاولون إخماد ألسنة النيران وسط متاجر محترقة في سوق باب النيرب بحلب (الفرنسية),حوادث,سوريا,gpt-4.1,,
649,السودان يطلق أول محطة لتوليد الكهرباء بالطاقة الشمسية في مدينة الأبيض,عمّال سودانيون يثبتون الألواح الشمسية فوق أسطح منشأة كهربائية جديدة في ولاية شمال كردفان (رويترز),طاقة,السودان,gpt-4.1,,
650,موريتانيا تعلن عن مناهج محدثة لدعم تعليم اللغة الفرنسية في المدارس الريفية,معلمون وطلاب في إحدى قرى الشرق الموريتاني يناقشون كتاباً مدرسياً جديداً ضمن حصة للغة الفرنسية (رويترز),تعليم,موريتانيا,gpt-4.1,,
651,مزارعو جزر القمر يحذرون من تسارع تآكل السواحل بسبب اختفاء أشجار المانغروف,مشهد لساحل جزيرة أنجوان بعد تراجع مساحات غابات المانغروف وظهور الأراضي المالحة (وكالة البيئة القمرية),بيئة,جزر القمر,gpt-4.1,,
652,أطفال غزة بين الدراسة تحت الأنقاض والسعي للبقاء وسط تصاعد أزمات الكهرباء والمياه,تلاميذ يحملون حقائبهم يسيرون في طريق وسط ركام منازل مدمرة شرق غزة مع بقايا سبورة مدرسية ظاهرة بين الأنقاض (الجزيرة),قضايا اجتماعية,فلسطين,gpt-4.1,,
653,شباب عُمان يطلقون مبادرة لإحياء الصناعات التقليدية في مسقط,مجموعة من الشباب العُماني ينحتون قطعاً خشبية داخل ورشة تراثية في سوق مطرح بالعاصمة مسقط (الجزيرة),قضايا اجتماعية,عُمان,gpt-4.1,,
654,موجة نزوح واسعة تضرب قرى النيل الأزرق بعد اشتداد المواجهات القبلية,عائلات سودانية تحمل أمتعتها على عربات الكارو وتسير على طريق ترابي وسط أشجار السنط في ولاية النيل الأزرق، باحثة عن أماكن أكثر أمناً بعد اندلاع اشتباكات قبلية مؤخراً (رويترز),قضايا اجتماعية,السودان,gpt-4.1,,
655,تحديات السيول تهدد عودة المدارس في مناطق ريفية بجنوب السودان,مجموعة من الطلاب يجتازون طريقاً موحلاً وهم يحملون حقائبهم المدرسية في قرية نائية بولاية النيل الأزرق بعد أمطار غزيرة أغرقت محيط المدرسة (تصوير: وكالة السودان للأنباء),تعليم,السودان,gpt-4.1,,
656,نساء موريتانيا يواجهن تحديات البطالة في الأحياء الشعبية بنواكشوط,"مجموعة من السيدات الموريتانيات يعرضن منتجات تقليدية في سوق صغير بحي ""المقاطعة الخامسة"" بالعاصمة نواكشوط",قضايا اجتماعية,موريتانيا,gpt-4.1,,
657,"""الأردن يطلق أول حاضنة إلكترونية لدعم ريادة الأعمال النسائية في البادية الشمالية""",مجموعة من رائدات الأعمال يقدمن أفكارهن أمام لجنة تقييم في مركز ابتكار رقمي بمحافظة المفرق (رويترز),تقنية,الأردن,gpt-4.1,,
658,مدارس موريتانية تبدأ تدريس الأمازيغية لأول مرة في مبادرة لتعزيز التنوع الثقافي,تلاميذ يرددون عبارات باللغة الأمازيغية داخل فصل مدرسي جديد في مدينة النعمة شرقي موريتانيا (الصحافة الموريتانية),تعليم,موريتانيا,gpt-4.1,,
659,خطة إماراتية لتعزيز استثمارات الغذاء في الساحل الشرقي تواكب تحديات الأمن الغذائي,مزارعون إماراتيون يروون محاصيلهم في إحدى المزارع الحديثة بإمارة الفجيرة وسط معدات زراعية متطورة توفرها مشاريع استثمارية جديدة لدعم إنتاج الغذاء المحلي (رويترز),اقتصاد,الإمارات,gpt-4.1,,
660,حادث تصادم بين حافلتين مدرسيتين يخلّف إصابات في الدوحة والأهالي يطالبون بتشديد إجراءات السلامة,عناصر من الدفاع المدني القطري يحيطون بإحدى الحافلتين وهي متوقفة وسط شارع رئيسي غرب الدوحة، بينما يتجمع عدد من الأهالي والطلاب في مكان الحادث (قنا),حوادث,قطر,gpt-4.1,,
661,تزايد القلق من تسرب النفايات البلاستيكية إلى الشعاب المرجانية بجزر القمر,باحثون بيئيون يجمعون عينات للنفايات البلاستيكية من شاطئ بالقرب من موروني، حيث تظهر كميات كبيرة من المخلفات متناثرة بين الرمال والصخور (الوكالة الوطنية للبيئة),بيئة,جزر القمر,gpt-4.1,,
662,جزر القمر تطلق برنامجا لتدريب المعلمين الريفيين لتعزيز التعليم الابتدائي,معلمون ومشرفون تربويون يناقشون خطط التدريس في مدرسة ريفية بجزيرة أنجوان (الوكالة الوطنية للأنباء),تعليم,جزر القمر,gpt-4.1,,
663,موريتانيا تعلن عن اكتشاف حقل غاز جديد قرب السواحل الشمالية,منصة تنقيب بحرية ترفع العلم الموريتاني قبالة شواطئ نواذيبو,طاقة,موريتانيا,gpt-4.1,,
664,ارتفاع حالات العنف الأسري يُعيد النقاش حول حماية المرأة في السعودية,عناصر من الشرطة السعودية يرافقون سيدة خارجة من مبنى الحماية الأسرية في الرياض بعد تقديمها بلاغا ضد العنف (رويترز),قضايا اجتماعية,السعودية,gpt-4.1,,
665,انفجار لغم أرضي يودي بحياة ثلاثة رعاة أغنام في ريف الحسكة الشمالي,سيارات إسعاف وعناصر من الدفاع المدني يتجمعون حول موقع الانفجار في أرض زراعية قرب قرية أم مدفع شمال الحسكة (وكالة الأنباء السورية),حوادث,سوريا,gpt-4.1,,
666,الكويت تبدأ تشغيل أول محطة تجريبية للطاقة الشمسية في منطقة العبدلي,ألواح شمسية مركبة حديثاً في محطة العبدلي للطاقة الشمسية شمال الكويت (وكالة الأنباء الكويتية),طاقة,الكويت,gpt-4.1,,
667,صحراء أدرار الموريتانية تستقبل أول مشروع للزراعة الذكية بالمياه المالحة,عاملون محليون يراقبون نمو نباتات الطماطم في بيوت زجاجية متطورة وسط الكثبان الرملية قرب أطار (الجزيرة),بيئة,موريتانيا,gpt-4.1,,
668,تونس تدشن أول مزرعة رياح بحرية تجريبية قبالة سواحل طبرقة,توربينات رياح عملاقة تدور فوق منصات عائمة في البحر الأبيض المتوسط، وعلى الشاطئ صيادون يراقبون المشروع من بعيد (الأناضول),طاقة,تونس,gpt-4.1,,
669,المغرب يطلق أول شبكة للصناعات الخضراء شمال البلاد لتعزيز التصدير نحو أوروبا,مشهد عام لمجمع صناعي حديث في تطوان يضم مصانع ومخازن وسط المساحات الخضراء (الجزيرة),اقتصاد,المغرب,gpt-4.1,,
670,طرابلس تطلق منظومة إلكترونية موحدة لتسهيل معاملات الجمارك البحرية,موظفون في مصلحة الجمارك الليبية يراقبون شاشات النظام الجديد بميناء طرابلس (رويترز),تقنية,ليبيا,gpt-4.1,,
671,موجة نزوح جديدة في ديالى بسبب تجدد الاشتباكات القبلية ومخاوف من تفاقم الأوضاع الإنسانية,أطفال من الأسر النازحة في ديالى يجلسون داخل خيمة مؤقتة وسط طقس حار (رويترز),قضايا اجتماعية,العراق,gpt-4.1,,
672,تهديد القوارض للمحاصيل يثير قلق مزارعي الضفة الموريتانية,حقول الذرة في منطقة روصو تظهر عليها آثار تخريب جحافل القوارض بعد موسم أمطار غير معتاد (الجزيرة),بيئة,موريتانيا,gpt-4.1,,
673,انتشار العنف في المدارس الجزائرية يثير قلق أولياء الأمور والسلطات,مجموعة من الطلاب في ساحة مدرسة بالعاصمة الجزائرية تحت مراقبة مشددة من الإدارة لتفادي وقوع مشاجرات بين التلاميذ (الجزيرة),قضايا اجتماعية,الجزائر,gpt-4.1,,
674,المغرب يوسع بعثاته الدبلوماسية في أمريكا الجنوبية لتعزيز العلاقات الاستراتيجية,وزير الخارجية المغربي ناصر بوريطة خلال حفل افتتاح سفارة المغرب الجديدة في العاصمة الأرجنتينية بوينس آيرس (وزارة الشؤون الخارجية المغربية),سياسة,المغرب,gpt-4.1,,
675,شباب الأردن يفاجئون الوحدات بهدف قاتل ويصعدون لنهائي كأس الاتحاد الأردني,لاعبو شباب الأردن يحتفلون بهدفهم في الدقائق الأخيرة وسط خيبة أمل واضحة على وجوه لاعبي الوحدات (الأردنية),رياضة,الأردن,gpt-4.1,,
676,تونس تطلق أول منصة حكومية رقمية لدعم ريادة الأعمال النسائية,وزيرة تكنولوجيا الاتصال التونسية خلال تدشين المنصة الجديدة بحضور رائدات أعمال شابات في العاصمة تونس (الوكالة الوطنية),تقنية,تونس,gpt-4.1,,
677,انتشار حالات الحمى النزفية يثير قلقاً في ولايات الشرق الموريتاني,عامل صحة يرتدي ملابس وقائية يفحص مريضاً في عيادة ريفية بضواحي مدينة النعمة (الجزيرة),صحة,موريتانيا,gpt-4.1,,
678,ستراتيجية جديدة للكرة النسائية في موريتانيا لجذب المواهب الشابة,مجموعة من الفتيات يشاركن في تدريبات كرة القدم على ملعب رملي في ضواحي نواكشوط بإشراف مدربة محلية (وكالات),رياضة,موريتانيا,gpt-4.1,,
679,مبادرة قطرية جديدة لدعم ذوي الاحتياجات الخاصة في سوق العمل,تدريبات عملية لشباب قطريين من ذوي الاحتياجات الخاصة داخل مركز تأهيل مهني بالدوحة (الجزيرة),قضايا اجتماعية,قطر,gpt-4.1,,
680,شباب الكويت يطلقون مبادرة لترميم منازل الأسر المتعففة في المناطق القديمة,مجموعة من المتطوعين يطلون جدران منزل قديم في منطقة الجهراء استعداداً لاستقبال عائلة جديدة (الجزيرة),قضايا اجتماعية,الكويت,gpt-4.1,,
681,ارتفاع نسب الهدر المدرسي في القرى الجبلية المغربية يثير قلق الجمعيات الأهلية,أطفال يسيرون لمسافات طويلة على طريق ترابي وعر للوصول إلى مدرستهم في منطقة إيموزار مرموشة شمال المغرب (الجزيرة),قضايا اجتماعية,المغرب,gpt-4.1,,
682,السعودية تطلق أول قمر صناعي للمراقبة البحرية لتعزيز أمن الممرات الإقليمية,فريق هندسي سعودي يراجع الأنظمة الإلكترونية للقمر الصناعي الجديد قبيل وضعه في منصة الإطلاق (واس),تقنية,السعودية,gpt-4.1,,
683,حريق ضخم يدمر سوقاً شعبياً في الدار البيضاء ويخلف خسائر مادية جسيمة,رجال الإطفاء يواجهون ألسنة اللهب وسط محلات متفحمة في سوق درب غلف الشهير بالدار البيضاء (رويترز),حوادث,المغرب,gpt-4.1,,
684,"مبادرة ""قطار القراءة"" تجوب القرى المصرية لتعزيز ثقافة المطالعة بين الأطفال",أطفال يجلسون داخل عربة قطار ملونة، يمسكون بكتب مصورة ويستمعون إلى متطوعة تروي لهم قصة في إحدى قرى محافظة الفيوم (رويترز),مجتمع,مصر,gpt-4.1,,
685,ارتفاع أسعار أسطوانات الغاز يفاقم أزمة الطهي في أحياء عدن الشعبية,يمنيات يتجمعن أمام محل توزيع الغاز المنزلي في مدينة عدن بانتظار دورهن لشراء الأسطوانات وسط ازدحام وتوتر متزايد (رويترز),طاقة,اليمن,gpt-4.1,,
686,ارتفاع معدلات التسرب المدرسي في الريف اللبناني يثير قلق الأهالي والتربويين,مجموعة من الأطفال يسيرون في طريق ترابي بين الحقول عائدين من مدرسة ريفية في منطقة البقاع شمال لبنان (الجزيرة),قضايا اجتماعية,لبنان,gpt-4.1,,
687,اصطدام قاربين لصيادين قبالة سواحل الحديدة يخلف قتلى وجرحى,قوارب صيد متوقفة في ميناء الحديدة عند الغروب، وصيادون يراقبون البحر بقلق (الجزيرة),حوادث,اليمن,gpt-4.1,,
688,صنعاء تطلق برنامجاً وطنياً لإنقاذ تراث اليَمَن الرقمي من الضياع,باحثة يمنية تقلب ملفات أرشيفية قديمة في قاعة صغيرة بمكتبة جامعة صنعاء، تظهر خلفها أرفف مليئة بمجلدات متآكلة وأجهزة كمبيوتر قديمة (رويترز),تقنية,اليمن,gpt-4.1,,
689,جزر القمر تجمع بين الشمس والبحر لإطلاق أول محطة طاقة هجينة في موتسامودو,ألواح شمسية وتوربينات رياح صغيرة منتشرة على شاطئ صخري في جزيرة أنجوان وسط مياه المحيط الهندي الفيروزية (رويترز),طاقة,جزر القمر,gpt-4.1,,
690,مصر تطلق مشروعا وطنيا لتحديث أسطول النقل النهري لتعزيز التجارة الداخلية,عمال مصريون يشرفون على صيانة قوارب نقل جديدة في إحدى ورش محافظة القليوبية (رويترز),اقتصاد,مصر,gpt-4.1,,
691,مبادرة شبابية تعيد الحياة لشارع مار إلياس في بيروت بأنشطة فنية وثقافية,شباب وفتيات يرسمون جداريات ملونة على جدران قديمة وسط تجمهر سكان الحي (الجزيرة),مجتمع,لبنان,gpt-4.1,,
692,ارتفاع نسب الأمية الرقمية بين كبار السن يثير قلق الجمعيات الأهلية في البحرين,متطوعة تُساعد سيدة مسنّة على استخدام الهاتف الذكي خلال ورشة تدريبية نظمتها إحدى جمعيات المجتمع المدني بالمنامة (رويترز),قضايا اجتماعية,البحرين,gpt-4.1,,
693,أزمة الدواء تشتد في بنغازي.. مستشفيات تحذّر من نقص أدوية الطوارئ,صيدلانية في أحد مستشفيات بنغازي تراقب رفوفاً شبه فارغة من الأدوية الحيوية وسط تزايد أعداد المرضى (وكالة الأنباء الليبية),صحة,ليبيا,gpt-4.1,,
694,قطر تكشف عن أول منصة رقمية لإدارة شؤون الحج والعمرة إلكترونياً,موظفة قطرية تشرح واجهة المنصة الجديدة أمام شاشة عملاقة في مركز البيانات الوطني بالدوحة (رويترز),تقنية,قطر,gpt-4.1,,
